Membership_ID,Membership_tier,Membership_status,Customer_account_ID
MEM002225,Gold,Active,CST002225
MEM002226,Silver,Active,CST002226
MEM002227,Diamond,Active,CST002227
MEM002228,Bronze,Active,CST002228
MEM002229,Gold,Inactive,CST002229
MEM002230,Bronze,Inactive,CST002230
MEM002231,Gold,Active,CST002231
MEM002232,Gold,Active,CST002232
MEM002233,Diamond,Active,CST002233
MEM002234,Bronze,Active,CST002234
MEM002235,Bronze,Expired,CST002235
MEM002236,Platinum,Active,CST002236
MEM002237,Silver,Inactive,CST002237
MEM002238,Bronze,Active,CST002238
MEM002239,Silver,Active,CST002239
MEM002240,Bronze,Active,CST002240
MEM002241,Silver,Active,CST002241
MEM002242,Gold,Active,CST002242
MEM002243,Silver,Active,CST002243
MEM002244,Platinum,Active,CST002244
MEM002245,Silver,Active,CST002245
MEM002246,Bronze,Active,CST002246
MEM002247,Silver,Active,CST002247
MEM002248,Platinum,Active,CST002248
MEM002249,Gold,Active,CST002249
MEM002250,Bronze,Active,CST002250
MEM002251,Bronze,Active,CST002251
MEM002252,Bronze,Active,CST002252
MEM002253,Bronze,Active,CST002253
MEM002254,Bronze,Active,CST002254
MEM002255,Bronze,Active,CST002255
MEM002256,Bronze,Active,CST002256
MEM002257,Bronze,Expired,CST002257
MEM002258,Bronze,Active,CST002258
MEM002259,Bronze,Active,CST002259
MEM002260,Silver,Active,CST002260
MEM002261,Silver,Expired,CST002261
MEM002262,Gold,Active,CST002262
MEM002263,Diamond,Active,CST002263
MEM002264,Bronze,Active,CST002264
MEM002265,Bronze,Active,CST002265
MEM002266,Platinum,Active,CST002266
MEM002267,Gold,Active,CST002267
MEM002268,Silver,Active,CST002268
MEM002269,Bronze,Active,CST002269
MEM002270,Gold,Active,CST002270
MEM002271,Gold,Active,CST002271
MEM002272,Bronze,Active,CST002272
MEM002273,Gold,Inactive,CST002273
MEM002274,Silver,Active,CST002274
MEM002275,Gold,Active,CST002275
MEM002276,Silver,Active,CST002276
MEM002277,Platinum,Expired,CST002277
MEM002278,Gold,Active,CST002278
MEM002279,Silver,Active,CST002279
MEM002280,Silver,Active,CST002280
MEM002281,Bronze,Inactive,CST002281
MEM002282,Gold,Active,CST002282
MEM002283,Gold,Active,CST002283
MEM002284,Platinum,Expired,CST002284
MEM002285,Bronze,Active,CST002285
MEM002286,Bronze,Inactive,CST002286
MEM002287,Silver,Active,CST002287
MEM002288,Silver,Active,CST002288
MEM002289,Silver,Active,CST002289
MEM002290,Silver,Active,CST002290
MEM002291,Silver,Inactive,CST002291
MEM002292,Platinum,Active,CST002292
MEM002293,Bronze,Active,CST002293
MEM002294,Bronze,Active,CST002294
MEM002295,Platinum,Inactive,CST002295
MEM002296,Platinum,Active,CST002296
MEM002297,Bronze,Active,CST002297
MEM002298,Silver,Active,CST002298
MEM002299,Bronze,Active,CST002299
MEM002300,Silver,Active,CST002300
MEM002301,Diamond,Expired,CST002301
MEM002302,Gold,Active,CST002302
MEM002303,Bronze,Active,CST002303
MEM002304,Platinum,Active,CST002304
MEM002305,Diamond,Active,CST002305
MEM002306,Silver,Active,CST002306
MEM002307,Silver,Active,CST002307
MEM002308,Platinum,Active,CST002308
MEM002309,Platinum,Inactive,CST002309
MEM002310,Platinum,Active,CST002310
MEM002311,Gold,Active,CST002311
MEM002312,Silver,Active,CST002312
MEM002313,Bronze,Active,CST002313
MEM002314,Silver,Active,CST002314
MEM002315,Bronze,Active,CST002315
MEM002316,Gold,Inactive,CST002316
MEM002317,Gold,Active,CST002317
MEM002318,Silver,Active,CST002318
MEM002319,Gold,Active,CST002319
MEM002320,Silver,Expired,CST002320
MEM002321,Silver,Active,CST002321
MEM002322,Gold,Active,CST002322
MEM002323,Diamond,Active,CST002323
MEM002324,Bronze,Active,CST002324
MEM002325,Bronze,Active,CST002325
MEM002326,Silver,Inactive,CST002326
MEM002327,Silver,Active,CST002327
MEM002328,Bronze,Active,CST002328
MEM002329,Bronze,Active,CST002329
MEM002330,Gold,Active,CST002330
MEM002331,Gold,Active,CST002331
MEM002332,Silver,Active,CST002332
MEM002333,Bronze,Active,CST002333
MEM002334,Silver,Active,CST002334
MEM002335,Silver,Active,CST002335
MEM002336,Silver,Active,CST002336
MEM002337,Silver,Active,CST002337
MEM002338,Silver,Active,CST002338
MEM002339,Bronze,Active,CST002339
MEM002340,Bronze,Active,CST002340
MEM002341,Bronze,Active,CST002341
MEM002342,Gold,Active,CST002342
MEM002343,Bronze,Active,CST002343
MEM002344,Platinum,Active,CST002344
MEM002345,Platinum,Active,CST002345
MEM002346,Gold,Active,CST002346
MEM002347,Silver,Active,CST002347
MEM002348,Diamond,Inactive,CST002348
MEM002349,Bronze,Active,CST002349
MEM002350,Gold,Expired,CST002350
MEM002351,Bronze,Active,CST002351
MEM002352,Gold,Inactive,CST002352
MEM002353,Bronze,Active,CST002353
MEM002354,Gold,Active,CST002354
MEM002355,Bronze,Active,CST002355
MEM002356,Diamond,Active,CST002356
MEM002357,Bronze,Inactive,CST002357
MEM002358,Bronze,Active,CST002358
MEM002359,Bronze,Inactive,CST002359
MEM002360,Silver,Inactive,CST002360
MEM002361,Bronze,Active,CST002361
MEM002362,Silver,Active,CST002362
MEM002363,Silver,Active,CST002363
MEM002364,Diamond,Active,CST002364
MEM002365,Bronze,Active,CST002365
MEM002366,Platinum,Inactive,CST002366
MEM002367,Silver,Active,CST002367
MEM002368,Bronze,Active,CST002368
MEM002369,Silver,Active,CST002369
MEM002370,Platinum,Expired,CST002370
MEM002371,Silver,Active,CST002371
MEM002372,Gold,Active,CST002372
MEM002373,Silver,Active,CST002373
MEM002374,Platinum,Active,CST002374
MEM002375,Gold,Active,CST002375
MEM002376,Bronze,Active,CST002376
MEM002377,Silver,Active,CST002377
MEM002378,Silver,Active,CST002378
MEM002379,Gold,Active,CST002379
MEM002380,Gold,Active,CST002380
MEM002381,Silver,Active,CST002381
MEM002382,Bronze,Inactive,CST002382
MEM002383,Diamond,Active,CST002383
MEM002384,Bronze,Active,CST002384
MEM002385,Silver,Active,CST002385
MEM002386,Platinum,Active,CST002386
MEM002387,Bronze,Active,CST002387
MEM002388,Silver,Active,CST002388
MEM002389,Platinum,Active,CST002389
MEM002390,Bronze,Active,CST002390
MEM002391,Silver,Active,CST002391
MEM002392,Bronze,Active,CST002392
MEM002393,Bronze,Active,CST002393
MEM002394,Silver,Inactive,CST002394
MEM002395,Gold,Active,CST002395
MEM002396,Silver,Active,CST002396
MEM002397,Diamond,Active,CST002397
MEM002398,Bronze,Active,CST002398
MEM002399,Gold,Active,CST002399
MEM002400,Platinum,Inactive,CST002400
MEM002401,Silver,Active,CST002401
MEM002402,Bronze,Active,CST002402
MEM002403,Gold,Expired,CST002403
MEM002404,Diamond,Active,CST002404
MEM002405,Bronze,Active,CST002405
MEM002406,Bronze,Active,CST002406
MEM002407,Bronze,Active,CST002407
MEM002408,Gold,Active,CST002408
MEM002409,Diamond,Inactive,CST002409
MEM002410,Gold,Expired,CST002410
MEM002411,Gold,Active,CST002411
MEM002412,Bronze,Active,CST002412
MEM002413,Bronze,Active,CST002413
MEM002414,Bronze,Active,CST002414
MEM002415,Bronze,Active,CST002415
MEM002416,Silver,Expired,CST002416
MEM002417,Bronze,Inactive,CST002417
MEM002418,Bronze,Active,CST002418
MEM002419,Bronze,Expired,CST002419
MEM002420,Platinum,Active,CST002420
MEM002421,Bronze,Active,CST002421
MEM002422,Platinum,Active,CST002422
MEM002423,Silver,Active,CST002423
MEM002424,Bronze,Expired,CST002424
MEM002425,Silver,Inactive,CST002425
MEM002426,Bronze,Active,CST002426
MEM002427,Silver,Active,CST002427
MEM002428,Gold,Active,CST002428
MEM002429,Diamond,Active,CST002429
MEM002430,Gold,Active,CST002430
MEM002431,Silver,Active,CST002431
MEM002432,Silver,Expired,CST002432
MEM002433,Gold,Active,CST002433
MEM002434,Diamond,Active,CST002434
MEM002435,Gold,Active,CST002435
MEM002436,Platinum,Inactive,CST002436
MEM002437,Platinum,Active,CST002437
MEM002438,Bronze,Active,CST002438
MEM002439,Silver,Active,CST002439
MEM002440,Bronze,Active,CST002440
MEM002441,Silver,Active,CST002441
MEM002442,Platinum,Active,CST002442
MEM002443,Platinum,Active,CST002443
MEM002444,Bronze,Active,CST002444
MEM002445,Silver,Active,CST002445
MEM002446,Bronze,Inactive,CST002446
MEM002447,Diamond,Inactive,CST002447
MEM002448,Bronze,Active,CST002448
MEM002449,Silver,Active,CST002449
MEM002450,Gold,Active,CST002450
MEM002451,Gold,Active,CST002451
MEM002452,Bronze,Active,CST002452
MEM002453,Bronze,Active,CST002453
MEM002454,Bronze,Active,CST002454
MEM002455,Platinum,Active,CST002455
MEM002456,Silver,Active,CST002456
MEM002457,Bronze,Active,CST002457
MEM002458,Bronze,Active,CST002458
MEM002459,Bronze,Active,CST002459
MEM002460,Gold,Active,CST002460
MEM002461,Bronze,Inactive,CST002461
MEM002462,Silver,Active,CST002462
MEM002463,Gold,Active,CST002463
MEM002464,Bronze,Expired,CST002464
MEM002465,Bronze,Active,CST002465
MEM002466,Gold,Active,CST002466
MEM002467,Bronze,Active,CST002467
MEM002468,Silver,Active,CST002468
MEM002469,Bronze,Active,CST002469
MEM002470,Bronze,Active,CST002470
MEM002471,Gold,Active,CST002471
MEM002472,Bronze,Inactive,CST002472
MEM002473,Bronze,Active,CST002473
MEM002474,Bronze,Active,CST002474
MEM002475,Gold,Inactive,CST002475
MEM002476,Bronze,Active,CST002476
MEM002477,Bronze,Active,CST002477
MEM002478,Platinum,Active,CST002478
MEM002479,Silver,Active,CST002479
MEM002480,Gold,Active,CST002480
MEM002481,Bronze,Active,CST002481
MEM002482,Bronze,Active,CST002482
MEM002483,Gold,Inactive,CST002483
MEM002484,Gold,Active,CST002484
MEM002485,Platinum,Active,CST002485
MEM002486,Silver,Inactive,CST002486
MEM002487,Gold,Active,CST002487
MEM002488,Bronze,Expired,CST002488
MEM002489,Bronze,Active,CST002489
MEM002490,Gold,Active,CST002490
MEM002491,Bronze,Active,CST002491
MEM002492,Bronze,Active,CST002492
MEM002493,Silver,Active,CST002493
MEM002494,Gold,Active,CST002494
MEM002495,Silver,Active,CST002495
MEM002496,Platinum,Inactive,CST002496
MEM002497,Platinum,Active,CST002497
MEM002498,Silver,Active,CST002498
MEM002499,Silver,Active,CST002499
MEM002500,Bronze,Active,CST002500
MEM002501,Platinum,Inactive,CST002501
MEM002502,Silver,Active,CST002502
MEM002503,Bronze,Active,CST002503
MEM002504,Silver,Active,CST002504
MEM002505,Bronze,Active,CST002505
MEM002506,Bronze,Inactive,CST002506
MEM002507,Platinum,Active,CST002507
MEM002508,Gold,Active,CST002508
MEM002509,Silver,Inactive,CST002509
MEM002510,Silver,Active,CST002510
MEM002511,Bronze,Active,CST002511
MEM002512,Silver,Active,CST002512
MEM002513,Silver,Active,CST002513
MEM002514,Silver,Inactive,CST002514
MEM002515,Bronze,Active,CST002515
MEM002516,Diamond,Active,CST002516
MEM002517,Bronze,Active,CST002517
MEM002518,Platinum,Active,CST002518
MEM002519,Bronze,Inactive,CST002519
MEM002520,Platinum,Expired,CST002520
MEM002521,Diamond,Active,CST002521
MEM002522,Platinum,Expired,CST002522
MEM002523,Silver,Active,CST002523
MEM002524,Bronze,Active,CST002524
MEM002525,Silver,Active,CST002525
MEM002526,Silver,Expired,CST002526
MEM002527,Platinum,Active,CST002527
MEM002528,Silver,Active,CST002528
MEM002529,Bronze,Active,CST002529
MEM002530,Silver,Inactive,CST002530
MEM002531,Gold,Active,CST002531
MEM002532,Silver,Active,CST002532
MEM002533,Platinum,Expired,CST002533
MEM002534,Bronze,Active,CST002534
MEM002535,Silver,Active,CST002535
MEM002536,Platinum,Active,CST002536
MEM002537,Bronze,Active,CST002537
MEM002538,Gold,Active,CST002538
MEM002539,Platinum,Active,CST002539
MEM002540,Silver,Active,CST002540
MEM002541,Bronze,Active,CST002541
MEM002542,Silver,Inactive,CST002542
MEM002543,Silver,Inactive,CST002543
MEM002544,Bronze,Inactive,CST002544
MEM002545,Platinum,Active,CST002545
MEM002546,Gold,Active,CST002546
MEM002547,Bronze,Active,CST002547
MEM002548,Bronze,Active,CST002548
MEM002549,Bronze,Active,CST002549
MEM002550,Gold,Active,CST002550
MEM002551,Gold,Active,CST002551
MEM002552,Gold,Active,CST002552
MEM002553,Bronze,Inactive,CST002553
MEM002554,Platinum,Active,CST002554
MEM002555,Silver,Inactive,CST002555
MEM002556,Bronze,Active,CST002556
MEM002557,Bronze,Active,CST002557
MEM002558,Gold,Active,CST002558
MEM002559,Bronze,Inactive,CST002559
MEM002560,Diamond,Active,CST002560
MEM002561,Gold,Active,CST002561
MEM002562,Platinum,Active,CST002562
MEM002563,Bronze,Expired,CST002563
MEM002564,Bronze,Active,CST002564
MEM002565,Bronze,Inactive,CST002565
MEM002566,Silver,Active,CST002566
MEM002567,Silver,Active,CST002567
MEM002568,Platinum,Active,CST002568
MEM002569,Gold,Active,CST002569
MEM002570,Bronze,Expired,CST002570
MEM002571,Silver,Active,CST002571
MEM002572,Bronze,Active,CST002572
MEM002573,Bronze,Inactive,CST002573
MEM002574,Bronze,Active,CST002574
MEM002575,Diamond,Active,CST002575
MEM002576,Gold,Active,CST002576
MEM002577,Bronze,Active,CST002577
MEM002578,Silver,Active,CST002578
MEM002579,Diamond,Inactive,CST002579
MEM002580,Bronze,Active,CST002580
MEM002581,Bronze,Active,CST002581
MEM002582,Bronze,Active,CST002582
MEM002583,Gold,Active,CST002583
MEM002584,Gold,Active,CST002584
MEM002585,Silver,Active,CST002585
MEM002586,Silver,Active,CST002586
MEM002587,Silver,Active,CST002587
MEM002588,Bronze,Active,CST002588
MEM002589,Bronze,Active,CST002589
MEM002590,Bronze,Inactive,CST002590
MEM002591,Silver,Active,CST002591
MEM002592,Silver,Active,CST002592
MEM002593,Bronze,Active,CST002593
MEM002594,Platinum,Active,CST002594
MEM002595,Platinum,Expired,CST002595
MEM002596,Platinum,Active,CST002596
MEM002597,Gold,Expired,CST002597
MEM002598,Platinum,Active,CST002598
MEM002599,Gold,Active,CST002599
MEM002600,Diamond,Active,CST002600
MEM002601,Bronze,Active,CST002601
MEM002602,Bronze,Active,CST002602
MEM002603,Bronze,Inactive,CST002603
MEM002604,Bronze,Inactive,CST002604
MEM002605,Bronze,Expired,CST002605
MEM002606,Silver,Active,CST002606
MEM002607,Gold,Active,CST002607
MEM002608,Bronze,Active,CST002608
MEM002609,Silver,Inactive,CST002609
MEM002610,Bronze,Active,CST002610
MEM002611,Bronze,Active,CST002611
MEM002612,Gold,Active,CST002612
MEM002613,Silver,Active,CST002613
MEM002614,Platinum,Inactive,CST002614
MEM002615,Bronze,Active,CST002615
MEM002616,Bronze,Active,CST002616
MEM002617,Bronze,Inactive,CST002617
MEM002618,Bronze,Active,CST002618
MEM002619,Bronze,Active,CST002619
MEM002620,Gold,Active,CST002620
MEM002621,Bronze,Inactive,CST002621
MEM002622,Bronze,Active,CST002622
MEM002623,Silver,Active,CST002623
MEM002624,Gold,Active,CST002624
MEM002625,Platinum,Active,CST002625
MEM002626,Bronze,Active,CST002626
MEM002627,Gold,Active,CST002627
MEM002628,Bronze,Inactive,CST002628
MEM002629,Diamond,Inactive,CST002629
MEM002630,Bronze,Active,CST002630
MEM002631,Gold,Expired,CST002631
MEM002632,Silver,Active,CST002632
MEM002633,Bronze,Active,CST002633
MEM002634,Platinum,Active,CST002634
MEM002635,Silver,Inactive,CST002635
MEM002636,Gold,Active,CST002636
MEM002637,Bronze,Expired,CST002637
MEM002638,Gold,Active,CST002638
MEM002639,Gold,Inactive,CST002639
MEM002640,Gold,Active,CST002640
MEM002641,Silver,Inactive,CST002641
MEM002642,Diamond,Inactive,CST002642
MEM002643,Gold,Active,CST002643
MEM002644,Bronze,Active,CST002644
MEM002645,Diamond,Active,CST002645
MEM002646,Bronze,Active,CST002646
MEM002647,Bronze,Active,CST002647
MEM002648,Bronze,Active,CST002648
MEM002649,Silver,Active,CST002649
MEM002650,Gold,Expired,CST002650
MEM002651,Silver,Active,CST002651
MEM002652,Diamond,Active,CST002652
MEM002653,Bronze,Active,CST002653
MEM002654,Silver,Active,CST002654
MEM002655,Bronze,Active,CST002655
MEM002656,Gold,Active,CST002656
MEM002657,Diamond,Active,CST002657
MEM002658,Platinum,Active,CST002658
MEM002659,Bronze,Active,CST002659
MEM002660,Platinum,Active,CST002660
MEM002661,Bronze,Active,CST002661
MEM002662,Platinum,Active,CST002662
MEM002663,Bronze,Active,CST002663
MEM002664,Bronze,Active,CST002664
MEM002665,Gold,Active,CST002665
MEM002666,Bronze,Active,CST002666
MEM002667,Bronze,Active,CST002667
MEM002668,Silver,Active,CST002668
MEM002669,Bronze,Active,CST002669
MEM002670,Gold,Active,CST002670
MEM002671,Gold,Inactive,CST002671
MEM002672,Bronze,Active,CST002672
MEM002673,Bronze,Active,CST002673
MEM002674,Bronze,Active,CST002674
MEM002675,Bronze,Active,CST002675
MEM002676,Platinum,Active,CST002676
MEM002677,Bronze,Expired,CST002677
MEM002678,Gold,Active,CST002678
MEM002679,Bronze,Active,CST002679
MEM002680,Silver,Active,CST002680
MEM002681,Silver,Active,CST002681
MEM002682,Bronze,Active,CST002682
MEM002683,Bronze,Inactive,CST002683
MEM002684,Silver,Active,CST002684
MEM002685,Silver,Active,CST002685
MEM002686,Silver,Active,CST002686
MEM002687,Diamond,Active,CST002687
MEM002688,Platinum,Inactive,CST002688
MEM002689,Gold,Active,CST002689
MEM002690,Platinum,Active,CST002690
MEM002691,Gold,Active,CST002691
MEM002692,Bronze,Active,CST002692
MEM002693,Gold,Expired,CST002693
MEM002694,Silver,Active,CST002694
MEM002695,Bronze,Active,CST002695
MEM002696,Silver,Active,CST002696
MEM002697,Gold,Active,CST002697
MEM002698,Bronze,Active,CST002698
MEM002699,Bronze,Expired,CST002699
MEM002700,Bronze,Active,CST002700
MEM002701,Bronze,Active,CST002701
MEM002702,Gold,Active,CST002702
MEM002703,Diamond,Active,CST002703
MEM002704,Bronze,Expired,CST002704
MEM002705,Bronze,Active,CST002705
MEM002706,Diamond,Expired,CST002706
MEM002707,Silver,Inactive,CST002707
MEM002708,Silver,Active,CST002708
MEM002709,Silver,Active,CST002709
MEM002710,Silver,Active,CST002710
MEM002711,Silver,Active,CST002711
MEM002712,Gold,Active,CST002712
MEM002713,Bronze,Active,CST002713
MEM002714,Silver,Active,CST002714
MEM002715,Gold,Active,CST002715
MEM002716,Gold,Active,CST002716
MEM002717,Silver,Active,CST002717
MEM002718,Bronze,Active,CST002718
MEM002719,Silver,Active,CST002719
MEM002720,Bronze,Active,CST002720
MEM002721,Silver,Active,CST002721
MEM002722,Silver,Active,CST002722
MEM002723,Silver,Active,CST002723
MEM002724,Bronze,Active,CST002724
MEM002725,Gold,Active,CST002725
MEM002726,Bronze,Active,CST002726
MEM002727,Platinum,Active,CST002727
MEM002728,Bronze,Expired,CST002728
MEM002729,Gold,Active,CST002729
MEM002730,Bronze,Active,CST002730
MEM002731,Gold,Active,CST002731
MEM002732,Bronze,Active,CST002732
MEM002733,Bronze,Active,CST002733
MEM002734,Platinum,Active,CST002734
MEM002735,Diamond,Active,CST002735
MEM002736,Platinum,Inactive,CST002736
MEM002737,Gold,Active,CST002737
MEM002738,Bronze,Active,CST002738
MEM002739,Bronze,Active,CST002739
MEM002740,Diamond,Active,CST002740
MEM002741,Silver,Active,CST002741
MEM002742,Gold,Active,CST002742
MEM002743,Silver,Active,CST002743
MEM002744,Platinum,Active,CST002744
MEM002745,Gold,Active,CST002745
MEM002746,Bronze,Active,CST002746
MEM002747,Gold,Active,CST002747
MEM002748,Silver,Active,CST002748
MEM002749,Bronze,Active,CST002749
MEM002750,Silver,Active,CST002750
MEM002751,Silver,Active,CST002751
MEM002752,Diamond,Active,CST002752
MEM002753,Gold,Active,CST002753
MEM002754,Bronze,Active,CST002754
MEM002755,Bronze,Active,CST002755
MEM002756,Diamond,Active,CST002756
MEM002757,Silver,Active,CST002757
MEM002758,Platinum,Active,CST002758
MEM002759,Silver,Active,CST002759
MEM002760,Bronze,Active,CST002760
MEM002761,Diamond,Active,CST002761
MEM002762,Bronze,Active,CST002762
MEM002763,Gold,Expired,CST002763
MEM002764,Bronze,Active,CST002764
MEM002765,Silver,Expired,CST002765
MEM002766,Silver,Active,CST002766
MEM002767,Platinum,Inactive,CST002767
MEM002768,Bronze,Active,CST002768
MEM002769,Platinum,Expired,CST002769
MEM002770,Bronze,Active,CST002770
MEM002771,Silver,Active,CST002771
MEM002772,Bronze,Active,CST002772
MEM002773,Bronze,Active,CST002773
MEM002774,Bronze,Active,CST002774
MEM002775,Gold,Active,CST002775
MEM002776,Bronze,Active,CST002776
MEM002777,Silver,Active,CST002777
MEM002778,Silver,Expired,CST002778
MEM002779,Silver,Inactive,CST002779
MEM002780,Bronze,Inactive,CST002780
MEM002781,Platinum,Expired,CST002781
MEM002782,Bronze,Active,CST002782
MEM002783,Silver,Active,CST002783
MEM002784,Bronze,Active,CST002784
MEM002785,Gold,Active,CST002785
MEM002786,Platinum,Expired,CST002786
MEM002787,Silver,Active,CST002787
MEM002788,Bronze,Active,CST002788
MEM002789,Bronze,Active,CST002789
MEM002790,Silver,Active,CST002790
MEM002791,Gold,Active,CST002791
MEM002792,Bronze,Inactive,CST002792
MEM002793,Silver,Active,CST002793
MEM002794,Gold,Active,CST002794
MEM002795,Bronze,Active,CST002795
MEM002796,Platinum,Expired,CST002796
MEM002797,Platinum,Active,CST002797
MEM002798,Gold,Expired,CST002798
MEM002799,Bronze,Active,CST002799
MEM002800,Silver,Active,CST002800
MEM002801,Bronze,Active,CST002801
MEM002802,Gold,Active,CST002802
MEM002803,Diamond,Inactive,CST002803
MEM002804,Gold,Active,CST002804
MEM002805,Silver,Active,CST002805
MEM002806,Bronze,Active,CST002806
MEM002807,Gold,Active,CST002807
MEM002808,Silver,Active,CST002808
MEM002809,Bronze,Active,CST002809
MEM002810,Diamond,Active,CST002810
MEM002811,Silver,Active,CST002811
MEM002812,Gold,Active,CST002812
MEM002813,Gold,Active,CST002813
MEM002814,Platinum,Active,CST002814
MEM002815,Gold,Active,CST002815
MEM002816,Silver,Inactive,CST002816
MEM002817,Gold,Active,CST002817
MEM002818,Silver,Active,CST002818
MEM002819,Gold,Active,CST002819
MEM002820,Bronze,Active,CST002820
MEM002821,Silver,Active,CST002821
MEM002822,Bronze,Active,CST002822
MEM002823,Gold,Active,CST002823
MEM002824,Gold,Active,CST002824
MEM002825,Gold,Active,CST002825
MEM002826,Silver,Active,CST002826
MEM002827,Bronze,Active,CST002827
MEM002828,Silver,Active,CST002828
MEM002829,Diamond,Active,CST002829
MEM002830,Bronze,Inactive,CST002830
MEM002831,Silver,Expired,CST002831
MEM002832,Silver,Active,CST002832
MEM002833,Silver,Active,CST002833
MEM002834,Gold,Active,CST002834
MEM002835,Gold,Active,CST002835
MEM002836,Bronze,Active,CST002836
MEM002837,Silver,Inactive,CST002837
MEM002838,Gold,Expired,CST002838
MEM002839,Bronze,Active,CST002839
MEM002840,Silver,Active,CST002840
MEM002841,Gold,Active,CST002841
MEM002842,Gold,Active,CST002842
MEM002843,Silver,Active,CST002843
MEM002844,Silver,Active,CST002844
MEM002845,Silver,Active,CST002845
MEM002846,Gold,Expired,CST002846
MEM002847,Silver,Inactive,CST002847
MEM002848,Silver,Active,CST002848
MEM002849,Silver,Active,CST002849
MEM002850,Silver,Active,CST002850
MEM002851,Gold,Active,CST002851
MEM002852,Silver,Active,CST002852
MEM002853,Silver,Active,CST002853
MEM002854,Bronze,Active,CST002854
MEM002855,Bronze,Active,CST002855
MEM002856,Silver,Active,CST002856
MEM002857,Silver,Active,CST002857
MEM002858,Silver,Active,CST002858
MEM002859,Gold,Expired,CST002859
MEM002860,Silver,Active,CST002860
MEM002861,Bronze,Inactive,CST002861
MEM002862,Bronze,Active,CST002862
MEM002863,Platinum,Active,CST002863
MEM002864,Bronze,Inactive,CST002864
MEM002865,Silver,Active,CST002865
MEM002866,Bronze,Active,CST002866
MEM002867,Silver,Active,CST002867
MEM002868,Bronze,Active,CST002868
MEM002869,Bronze,Active,CST002869
MEM002870,Gold,Active,CST002870
MEM002871,Platinum,Inactive,CST002871
MEM002872,Silver,Active,CST002872
MEM002873,Bronze,Active,CST002873
MEM002874,Bronze,Inactive,CST002874
MEM002875,Gold,Active,CST002875
MEM002876,Bronze,Active,CST002876
MEM002877,Bronze,Active,CST002877
MEM002878,Bronze,Active,CST002878
MEM002879,Silver,Active,CST002879
MEM002880,Platinum,Active,CST002880
MEM002881,Bronze,Inactive,CST002881
MEM002882,Gold,Active,CST002882
MEM002883,Bronze,Inactive,CST002883
MEM002884,Bronze,Active,CST002884
MEM002885,Silver,Active,CST002885
MEM002886,Diamond,Active,CST002886
MEM002887,Diamond,Active,CST002887
MEM002888,Silver,Inactive,CST002888
MEM002889,Bronze,Active,CST002889
MEM002890,Bronze,Active,CST002890
MEM002891,Platinum,Active,CST002891
MEM002892,Bronze,Active,CST002892
MEM002893,Bronze,Active,CST002893
MEM002894,Bronze,Active,CST002894
MEM002895,Bronze,Active,CST002895
MEM002896,Silver,Active,CST002896
MEM002897,Silver,Active,CST002897
MEM002898,Silver,Expired,CST002898
MEM002899,Silver,Inactive,CST002899
MEM002900,Platinum,Active,CST002900
MEM002901,Silver,Active,CST002901
MEM002902,Silver,Active,CST002902
MEM002903,Gold,Active,CST002903
MEM002904,Platinum,Active,CST002904
MEM002905,Bronze,Active,CST002905
MEM002906,Gold,Active,CST002906
MEM002907,Gold,Active,CST002907
MEM002908,Silver,Active,CST002908
MEM002909,Silver,Active,CST002909
MEM002910,Bronze,Expired,CST002910
MEM002911,Silver,Inactive,CST002911
MEM002912,Silver,Active,CST002912
MEM002913,Gold,Active,CST002913
MEM002914,Platinum,Active,CST002914
MEM002915,Silver,Active,CST002915
MEM002916,Bronze,Active,CST002916
MEM002917,Platinum,Active,CST002917
MEM002918,Bronze,Active,CST002918
MEM002919,Bronze,Active,CST002919
MEM002920,Silver,Active,CST002920
MEM002921,Gold,Active,CST002921
MEM002922,Silver,Active,CST002922
MEM002923,Bronze,Active,CST002923
MEM002924,Gold,Inactive,CST002924
MEM002925,Bronze,Active,CST002925
MEM002926,Platinum,Expired,CST002926
MEM002927,Silver,Active,CST002927
MEM002928,Bronze,Active,CST002928
MEM002929,Silver,Active,CST002929
MEM002930,Gold,Expired,CST002930
MEM002931,Silver,Active,CST002931
MEM002932,Diamond,Active,CST002932
MEM002933,Gold,Inactive,CST002933
MEM002934,Gold,Inactive,CST002934
MEM002935,Silver,Active,CST002935
MEM002936,Silver,Active,CST002936
MEM002937,Diamond,Active,CST002937
MEM002938,Silver,Active,CST002938
MEM002939,Bronze,Active,CST002939
MEM002940,Bronze,Active,CST002940
MEM002941,Bronze,Active,CST002941
MEM002942,Silver,Active,CST002942
MEM002943,Platinum,Active,CST002943
MEM002944,Bronze,Active,CST002944
MEM002945,Gold,Active,CST002945
MEM002946,Silver,Active,CST002946
MEM002947,Platinum,Active,CST002947
MEM002948,Bronze,Active,CST002948
MEM002949,Silver,Active,CST002949
MEM002950,Platinum,Active,CST002950
MEM002951,Gold,Active,CST002951
MEM002952,Silver,Inactive,CST002952
MEM002953,Bronze,Active,CST002953
MEM002954,Gold,Inactive,CST002954
MEM002955,Silver,Active,CST002955
MEM002956,Gold,Expired,CST002956
MEM002957,Platinum,Active,CST002957
MEM002958,Bronze,Active,CST002958
MEM002959,Silver,Active,CST002959
MEM002960,Bronze,Active,CST002960
MEM002961,Platinum,Active,CST002961
MEM002962,Platinum,Active,CST002962
MEM002963,Silver,Inactive,CST002963
MEM002964,Silver,Active,CST002964
MEM002965,Gold,Active,CST002965
