Product_SerialNumber,Stock_ID,track_date,track_updated_movement
SN442868695,STK001418,2025-07-09,Transferred
SN221438870,STK000512,2022-07-26,Received
SN843124891,STK000247,2025-01-21,Returned
SN277005077,STK001449,2023-12-18,Adjusted
SN872706479,STK000493,2023-01-29,Transferred
SN608020535,STK000933,2022-10-27,Transferred
SN266831295,STK000171,2023-07-11,Sold
SN548058043,STK000661,2023-07-19,Reserved
SN879019991,STK000046,2023-07-01,Transferred
SN843048303,STK000470,2022-05-07,Sold
SN798286236,STK000749,2025-11-08,Reserved
SN977274810,STK001063,2025-04-10,Sold
SN843124891,STK000548,2022-05-14,Transferred
SN307761952,STK000960,2024-07-15,Adjusted
SN518677347,STK000329,2022-07-27,Reserved
SN261912137,STK001055,2023-01-23,Adjusted
SN149163980,STK000173,2023-10-24,Adjusted
SN286516717,STK000556,2024-07-05,Adjusted
SN796991801,STK000987,2022-02-11,Adjusted
SN699313297,STK000619,2024-07-21,Transferred
SN583977259,STK001123,2023-10-11,Received
SN383562770,STK000513,2025-12-13,Sold
SN958473986,STK000939,2025-12-10,Returned
SN317914527,STK000293,2025-01-18,Sold
SN702457218,STK001001,2023-10-18,Adjusted
SN991858405,STK000144,2023-03-29,Reserved
SN835261303,STK000631,2023-12-23,Reserved
SN610887969,STK000264,2023-07-09,Sold
SN115075284,STK000112,2023-06-02,Returned
SN990183057,STK001473,2025-02-28,Transferred
SN699147425,STK001219,2023-04-26,Received
SN868597168,STK000089,2025-06-16,Received
SN536749869,STK000013,2024-06-06,Received
SN739768807,STK000569,2024-04-11,Sold
SN521440835,STK000480,2024-08-09,Returned
SN118755013,STK001208,2022-09-18,Reserved
SN571181665,STK001038,2022-01-10,Transferred
SN207625426,STK000809,2022-07-27,Returned
SN740174239,STK000671,2025-12-09,Adjusted
SN257471013,STK000838,2023-08-30,Returned
SN150025140,STK000811,2022-03-21,Sold
SN304663116,STK001218,2023-01-24,Returned
SN207408299,STK001217,2023-05-19,Adjusted
SN335487201,STK000236,2022-05-05,Sold
SN632692614,STK000713,2022-02-06,Received
SN195209218,STK000740,2022-08-27,Adjusted
SN497665934,STK001310,2022-06-27,Reserved
SN623387452,STK000110,2023-05-08,Returned
SN740090397,STK000907,2024-09-03,Adjusted
SN929349708,STK001290,2025-02-14,Returned
SN448664540,STK000509,2024-05-26,Sold
SN931865605,STK001319,2024-01-07,Adjusted
SN571181665,STK001478,2024-11-29,Received
SN949351243,STK001102,2025-07-15,Sold
SN671547696,STK000928,2023-08-14,Transferred
SN548058043,STK001301,2023-10-27,Adjusted
SN112703315,STK000548,2023-03-06,Sold
SN640366635,STK000425,2025-03-02,Adjusted
SN721102069,STK000015,2023-08-20,Reserved
SN512974792,STK001021,2024-03-09,Transferred
SN207625426,STK001435,2023-06-18,Adjusted
SN824954148,STK000909,2025-04-29,Returned
SN979402423,STK001040,2024-02-19,Adjusted
SN513174482,STK000818,2024-02-06,Sold
SN541958674,STK000823,2025-07-21,Adjusted
SN108659784,STK000544,2024-09-20,Reserved
SN235881325,STK000465,2025-03-01,Transferred
SN363898064,STK000167,2022-11-02,Reserved
SN947662356,STK000174,2022-11-16,Returned
SN810852223,STK000842,2025-11-30,Adjusted
SN749920474,STK001141,2025-04-22,Transferred
SN843048303,STK000618,2023-12-06,Adjusted
SN159622285,STK000891,2023-08-20,Sold
SN767713861,STK000171,2022-08-02,Received
SN863488510,STK000478,2025-10-14,Returned
SN631619127,STK001148,2022-07-16,Reserved
SN467188182,STK001412,2025-04-04,Transferred
SN440943734,STK000138,2024-04-21,Returned
SN861036702,STK001455,2022-06-17,Received
SN204565968,STK001245,2024-10-13,Sold
SN566152395,STK001081,2025-04-16,Reserved
SN412404895,STK001018,2023-09-28,Sold
SN931865605,STK001451,2023-05-04,Adjusted
SN587274756,STK001183,2024-02-25,Received
SN572081777,STK000837,2022-03-13,Reserved
SN523665265,STK000847,2025-10-03,Returned
SN440094033,STK001054,2023-10-13,Transferred
SN468112910,STK001230,2022-10-29,Sold
SN958473986,STK001069,2024-03-16,Transferred
SN990183057,STK000256,2022-04-19,Sold
SN483807568,STK000585,2023-03-12,Sold
SN709994661,STK001175,2022-01-31,Received
SN874314568,STK000270,2022-12-04,Transferred
SN997802121,STK000173,2024-07-05,Sold
SN128940852,STK001000,2023-09-03,Sold
SN658764771,STK001150,2022-07-23,Adjusted
SN160213727,STK000789,2023-03-21,Transferred
SN410769971,STK001356,2023-09-29,Transferred
SN451940918,STK001079,2022-04-24,Transferred
SN243392529,STK001005,2024-01-19,Received
SN344312828,STK001398,2024-01-30,Sold
SN262751099,STK000546,2023-04-08,Reserved
SN197482764,STK000882,2024-11-13,Sold
SN638879735,STK000135,2023-04-12,Adjusted
SN559456115,STK000169,2023-04-08,Returned
SN111767143,STK000075,2023-10-02,Adjusted
SN517002319,STK000925,2022-09-28,Adjusted
SN774308762,STK000143,2022-10-09,Returned
SN413033221,STK000379,2024-03-02,Adjusted
SN688975627,STK000081,2023-09-12,Sold
SN556284606,STK000020,2024-05-03,Transferred
SN220134083,STK000778,2023-04-23,Sold
SN118755013,STK000213,2025-03-03,Sold
SN699642085,STK001325,2023-11-18,Returned
SN335487201,STK000925,2023-12-30,Transferred
SN179877028,STK000369,2022-01-25,Returned
SN807669531,STK000939,2024-04-18,Sold
SN912404236,STK000732,2025-01-12,Adjusted
SN533909820,STK000428,2025-01-21,Transferred
SN279191022,STK000742,2025-06-21,Transferred
SN192260453,STK000065,2022-10-18,Reserved
SN390838922,STK000191,2023-05-01,Reserved
SN587274756,STK001383,2025-11-08,Received
SN158931992,STK000779,2022-07-03,Adjusted
SN950066499,STK001113,2023-09-11,Returned
SN950434969,STK000610,2022-03-28,Adjusted
SN260128874,STK000201,2023-07-19,Transferred
SN998129936,STK000021,2024-02-15,Adjusted
SN572081777,STK000700,2024-05-25,Adjusted
SN445077710,STK000286,2023-11-13,Adjusted
SN699642085,STK001326,2025-01-16,Reserved
SN936689478,STK001017,2024-11-06,Transferred
SN450937505,STK000073,2023-05-30,Received
SN582656385,STK000698,2025-01-11,Received
SN206454189,STK001048,2023-05-12,Reserved
SN843124891,STK000849,2024-05-02,Returned
SN517002319,STK000334,2022-02-03,Adjusted
SN128940852,STK000254,2024-02-05,Adjusted
SN737094972,STK000841,2023-06-07,Received
SN759401387,STK000464,2023-03-11,Transferred
SN913674168,STK000129,2025-01-13,Adjusted
SN821752902,STK000374,2024-06-06,Sold
SN872706479,STK001061,2024-08-15,Received
SN930461408,STK001120,2025-09-16,Sold
SN146143917,STK000787,2023-04-18,Returned
SN380892232,STK000925,2023-04-28,Returned
SN315607414,STK001080,2022-04-28,Reserved
SN230709673,STK000116,2024-07-27,Adjusted
SN631619127,STK001040,2024-03-23,Adjusted
SN913674168,STK000807,2022-12-31,Adjusted
SN448664540,STK001412,2023-11-05,Sold
SN112078583,STK001310,2022-12-12,Reserved
SN112078583,STK000888,2023-11-26,Received
SN801325215,STK001440,2023-03-08,Sold
SN219964911,STK000677,2023-01-31,Reserved
SN703226647,STK000734,2022-09-14,Returned
SN998129936,STK000845,2023-09-29,Returned
SN183175424,STK000189,2025-03-23,Sold
SN525794755,STK000264,2024-06-16,Reserved
SN100774194,STK000191,2023-06-05,Sold
SN195209218,STK000622,2023-09-05,Transferred
SN998129936,STK000585,2023-10-10,Adjusted
SN309419237,STK000998,2024-07-03,Reserved
SN307761952,STK000558,2025-02-25,Received
SN650140502,STK001471,2023-10-06,Received
SN183175424,STK001295,2022-09-03,Sold
SN140875226,STK000189,2023-11-11,Transferred
SN274149391,STK000432,2022-12-05,Reserved
SN220134083,STK001391,2024-10-10,Reserved
SN702555339,STK001174,2025-01-04,Sold
SN958473986,STK000315,2023-12-14,Reserved
SN660906951,STK001382,2023-01-26,Transferred
SN552035686,STK001387,2025-05-06,Received
SN451111930,STK000901,2024-01-28,Sold
SN448664540,STK001182,2024-11-28,Returned
SN720624517,STK000153,2023-07-01,Returned
SN367922719,STK001307,2024-03-24,Returned
SN246881526,STK000332,2025-10-08,Transferred
SN271734574,STK001328,2022-03-21,Sold
SN656184057,STK000614,2023-04-29,Reserved
SN375072268,STK001377,2022-04-21,Adjusted
SN189517299,STK001027,2023-10-12,Received
SN679922843,STK000311,2024-08-29,Transferred
SN483807568,STK000165,2023-12-10,Reserved
SN948289563,STK000413,2022-11-04,Transferred
SN636990013,STK000893,2022-09-14,Transferred
SN740743966,STK000968,2023-06-09,Sold
SN108659784,STK001019,2024-09-28,Returned
SN480788867,STK001291,2023-08-17,Reserved
SN688975627,STK000990,2025-03-19,Sold
SN608020535,STK000968,2025-11-01,Returned
SN311948205,STK000310,2022-02-13,Returned
SN649997821,STK000639,2022-10-24,Received
SN580081326,STK001150,2024-02-06,Transferred
SN678843958,STK000070,2025-03-06,Reserved
SN687360638,STK000495,2022-01-13,Reserved
SN376671582,STK000392,2024-04-22,Transferred
SN959158456,STK001136,2022-08-15,Received
SN361347624,STK000216,2022-03-28,Transferred
SN514364411,STK000720,2025-03-07,Sold
SN839032248,STK000345,2025-10-13,Sold
SN891869344,STK000757,2025-09-13,Received
SN626162768,STK000034,2023-12-05,Returned
SN898149957,STK001477,2023-03-31,Adjusted
SN321017052,STK000416,2025-06-27,Sold
SN687360638,STK000743,2023-06-21,Received
SN111767143,STK000577,2025-01-02,Sold
SN277005077,STK000551,2022-11-20,Transferred
SN751719292,STK000754,2022-02-07,Returned
SN871830436,STK000968,2023-08-22,Sold
SN158931992,STK000229,2022-05-14,Transferred
SN745580353,STK001048,2022-01-31,Sold
SN795451595,STK000313,2025-01-20,Sold
SN990183057,STK001460,2023-01-07,Adjusted
SN751719292,STK001419,2025-06-20,Adjusted
SN332053516,STK001010,2022-03-07,Returned
SN412404895,STK001384,2024-06-24,Adjusted
SN462198422,STK000452,2022-05-13,Transferred
SN383562770,STK000910,2023-02-01,Reserved
SN230761224,STK001036,2024-02-25,Reserved
SN723359206,STK000645,2025-02-13,Adjusted
SN555020609,STK000461,2024-01-31,Reserved
SN483807568,STK000425,2022-08-29,Received
SN233114896,STK001378,2024-07-07,Sold
SN835261303,STK000700,2023-10-09,Received
SN665361187,STK001481,2022-08-31,Sold
SN893679551,STK001205,2022-01-02,Received
SN753711932,STK000800,2024-02-06,Reserved
SN541958674,STK000863,2024-10-04,Received
SN388652429,STK000166,2023-10-26,Returned
SN472845185,STK000975,2022-12-09,Reserved
SN517175749,STK000189,2023-04-25,Received
SN468112910,STK000620,2022-09-24,Reserved
SN611788471,STK000049,2022-01-10,Reserved
SN932421306,STK001066,2023-02-09,Transferred
SN517175749,STK001310,2025-05-27,Adjusted
SN857805222,STK001335,2023-05-13,Transferred
SN245747056,STK000254,2023-05-23,Reserved
SN839032248,STK001027,2025-11-17,Adjusted
SN246881526,STK000797,2023-10-23,Transferred
SN235881325,STK000667,2023-10-15,Sold
SN471262120,STK000148,2024-06-28,Received
SN523665265,STK001366,2025-06-08,Received
SN857386759,STK000327,2022-11-14,Received
SN844699387,STK001090,2022-07-17,Adjusted
SN277005077,STK000885,2023-05-05,Adjusted
SN847125665,STK000758,2025-12-28,Transferred
SN976132363,STK000871,2022-09-02,Received
SN642026297,STK000395,2023-01-22,Sold
SN942153709,STK000270,2025-05-11,Transferred
SN167123977,STK001491,2023-03-04,Transferred
SN359448982,STK000477,2022-02-16,Adjusted
SN875595874,STK001209,2022-04-11,Reserved
SN243392529,STK000868,2025-02-12,Returned
SN115075284,STK001107,2023-11-14,Returned
SN998129936,STK000651,2022-02-08,Reserved
SN950066499,STK001373,2022-03-03,Adjusted
SN548058043,STK001363,2025-07-24,Adjusted
SN376655041,STK000912,2025-04-08,Reserved
SN796991801,STK000642,2025-06-02,Reserved
SN388652429,STK001357,2023-08-03,Reserved
SN340169401,STK000878,2024-08-07,Adjusted
SN709994661,STK000252,2025-11-06,Transferred
SN717399631,STK001146,2023-12-09,Received
SN277005077,STK001098,2025-10-22,Sold
SN958473986,STK000316,2024-01-16,Returned
SN102699691,STK000438,2024-12-24,Returned
SN816485950,STK000605,2023-06-15,Returned
SN512974792,STK000535,2025-03-09,Transferred
SN659860385,STK000606,2024-12-27,Reserved
SN719847013,STK000037,2023-01-28,Reserved
SN864946527,STK000268,2023-10-13,Returned
SN566961377,STK000553,2023-02-25,Sold
SN222776132,STK000513,2024-01-20,Transferred
SN533909820,STK000030,2024-12-31,Reserved
SN389901165,STK001054,2022-04-20,Received
SN523665265,STK000714,2023-03-11,Sold
SN278784216,STK000673,2024-05-29,Transferred
SN949351243,STK000587,2023-11-25,Received
SN821752902,STK000951,2024-03-03,Transferred
SN582138582,STK000869,2024-05-27,Adjusted
SN982769541,STK001480,2022-06-27,Returned
SN144155421,STK001207,2025-02-17,Reserved
SN739768807,STK000472,2025-05-14,Transferred
SN606024428,STK000713,2023-10-28,Transferred
SN649997821,STK001326,2022-05-08,Adjusted
SN321017052,STK001186,2022-03-16,Adjusted
SN277005077,STK001368,2022-03-15,Reserved
SN503775620,STK001221,2024-12-02,Received
SN620932215,STK000466,2023-11-10,Adjusted
SN128940852,STK000115,2022-10-02,Adjusted
SN417230497,STK000618,2023-09-12,Adjusted
SN508388263,STK000619,2022-09-21,Reserved
SN617581747,STK000011,2025-07-04,Returned
SN473919935,STK000123,2024-08-30,Transferred
SN112703315,STK000786,2025-02-28,Reserved
SN674653389,STK001244,2025-08-30,Reserved
SN207625426,STK001443,2025-03-01,Adjusted
SN810852223,STK001372,2024-06-07,Sold
SN863488510,STK000932,2022-06-02,Received
SN900831154,STK001221,2025-07-08,Reserved
SN256249832,STK000969,2023-09-10,Returned
SN857805222,STK000260,2025-07-09,Reserved
SN572081777,STK000180,2022-10-13,Adjusted
SN573485701,STK001388,2023-04-07,Transferred
SN779724559,STK001395,2025-02-23,Adjusted
SN929073308,STK001224,2024-10-28,Reserved
SN807669531,STK000552,2023-06-28,Sold
SN892753602,STK000722,2023-03-20,Reserved
SN650140502,STK000816,2025-12-12,Reserved
SN596312089,STK000666,2024-01-10,Returned
SN120728263,STK000906,2025-09-07,Adjusted
SN315607414,STK001328,2022-01-30,Received
SN549114691,STK000597,2025-07-28,Adjusted
SN870809125,STK000152,2022-10-14,Sold
SN798286236,STK000208,2022-02-23,Sold
SN687360638,STK001251,2022-11-28,Reserved
SN367922719,STK001156,2023-10-09,Reserved
SN807669531,STK000349,2023-05-22,Returned
SN216872612,STK000370,2024-08-09,Sold
SN457198220,STK001492,2023-08-07,Sold
SN775349787,STK001142,2025-04-28,Sold
SN244058193,STK001196,2025-05-14,Sold
SN665361187,STK000566,2025-09-10,Adjusted
SN384722185,STK000901,2022-02-14,Reserved
SN735746224,STK001078,2023-11-12,Reserved
SN821875925,STK001195,2025-04-06,Returned
SN533973928,STK000807,2023-01-13,Received
SN205427461,STK000951,2025-07-10,Sold
SN969846892,STK000572,2025-08-29,Reserved
SN976132363,STK000681,2024-02-02,Transferred
SN515253268,STK000566,2025-10-16,Transferred
SN508388263,STK001357,2025-05-01,Returned
SN525794755,STK001127,2022-12-28,Adjusted
SN160213727,STK000867,2023-04-01,Sold
SN947467869,STK000726,2025-03-30,Adjusted
SN746280719,STK000097,2024-07-09,Transferred
SN620932215,STK000600,2025-10-09,Sold
SN985928866,STK001465,2025-01-21,Transferred
SN936689478,STK000240,2025-02-15,Transferred
SN449000369,STK000471,2025-01-24,Sold
SN775349787,STK000975,2025-06-28,Returned
SN308653007,STK000433,2025-01-05,Adjusted
SN677370211,STK001357,2023-09-30,Returned
SN257471013,STK000097,2024-02-08,Sold
SN419777307,STK000966,2022-10-31,Transferred
SN478317077,STK000230,2022-09-14,Transferred
SN107872186,STK000302,2025-06-06,Returned
SN703226647,STK000713,2023-09-27,Reserved
SN749920474,STK001034,2023-07-13,Reserved
SN440583982,STK000717,2024-09-10,Returned
SN940120598,STK000822,2022-06-23,Transferred
SN317268943,STK001407,2024-10-12,Received
SN364788676,STK000162,2022-08-04,Transferred
SN983258041,STK000231,2025-08-09,Received
SN107872186,STK000440,2024-02-02,Received
SN206454189,STK001457,2025-04-17,Reserved
SN205427461,STK001347,2024-11-21,Sold
SN950757919,STK000134,2024-08-15,Returned
SN564828977,STK001004,2023-10-01,Received
SN646976463,STK000409,2025-05-07,Sold
SN861036702,STK001354,2025-01-18,Returned
SN583759674,STK001056,2025-04-23,Reserved
SN641089401,STK000380,2024-04-04,Returned
SN613878032,STK001055,2022-06-10,Reserved
SN857386759,STK000988,2025-03-27,Reserved
SN105600478,STK001278,2023-11-30,Adjusted
SN893597685,STK000376,2023-06-17,Received
SN296845876,STK001360,2025-04-19,Received
SN482256697,STK000578,2022-03-28,Transferred
SN806006384,STK001290,2024-09-30,Adjusted
SN514120577,STK000076,2024-01-11,Adjusted
SN384832300,STK001366,2024-01-30,Adjusted
SN951084598,STK000736,2024-08-28,Returned
SN891869344,STK001257,2022-07-27,Returned
SN317268943,STK000001,2022-08-05,Sold
SN167123977,STK001457,2025-04-07,Received
SN115247157,STK000520,2025-05-15,Sold
SN979402423,STK000340,2023-08-14,Reserved
SN808351589,STK001209,2025-12-29,Transferred
SN143119987,STK000807,2022-01-06,Reserved
SN890576424,STK001481,2024-02-16,Reserved
SN565676781,STK000872,2024-06-28,Adjusted
SN481182921,STK000828,2024-04-07,Transferred
SN844699387,STK001112,2023-10-19,Received
SN699313297,STK001261,2022-03-19,Reserved
SN207408299,STK001449,2023-12-31,Reserved
SN376655041,STK001323,2025-03-17,Sold
SN141084338,STK000660,2024-10-30,Transferred
SN365549500,STK000955,2022-08-30,Reserved
SN350569181,STK001186,2025-08-05,Received
SN400113392,STK001127,2023-04-23,Adjusted
SN588962130,STK000549,2025-01-03,Transferred
SN862161956,STK000949,2024-03-18,Returned
SN411737672,STK000465,2024-07-26,Reserved
SN895435051,STK000579,2024-01-01,Returned
SN598888943,STK001403,2025-06-16,Sold
SN112078583,STK000519,2023-10-16,Received
SN548058043,STK001186,2025-12-13,Reserved
SN798286236,STK000686,2025-07-13,Sold
SN857386759,STK000133,2022-09-30,Adjusted
SN566961377,STK000791,2023-09-02,Sold
SN300407281,STK000963,2022-02-22,Adjusted
SN321017052,STK001427,2022-05-18,Adjusted
SN250916792,STK001301,2025-09-21,Reserved
SN559456115,STK000317,2024-03-26,Sold
SN514364411,STK001069,2025-09-23,Returned
SN638879735,STK001454,2024-11-10,Received
SN415097547,STK000107,2025-08-25,Received
SN192260453,STK001381,2023-10-27,Sold
SN660906951,STK000910,2025-11-17,Sold
SN213260151,STK000972,2023-08-05,Adjusted
SN304663116,STK000768,2025-01-26,Sold
SN330705481,STK000361,2025-07-29,Sold
SN245747056,STK001430,2022-03-31,Sold
SN697614499,STK001351,2025-06-13,Sold
SN777835522,STK000477,2022-10-22,Returned
SN199281160,STK000036,2024-11-18,Received
SN798286236,STK001274,2022-02-11,Adjusted
SN496471435,STK000862,2024-07-17,Adjusted
SN940120598,STK001466,2025-02-02,Transferred
SN483807568,STK000123,2025-08-07,Transferred
SN723359206,STK001425,2022-01-19,Transferred
SN641089401,STK000277,2024-11-23,Reserved
SN363898064,STK001450,2022-09-28,Received
SN250916792,STK000480,2022-05-09,Adjusted
SN102699691,STK001071,2023-11-06,Returned
SN308653007,STK000860,2023-06-22,Reserved
SN977274810,STK001146,2022-01-31,Adjusted
SN649997821,STK000175,2023-06-27,Adjusted
SN530773542,STK000108,2025-02-05,Transferred
SN367922719,STK000032,2022-12-10,Transferred
SN376671582,STK000457,2022-06-13,Returned
SN230761224,STK001045,2023-06-07,Received
SN363898064,STK000569,2024-04-17,Adjusted
SN100774194,STK001017,2024-05-29,Returned
SN216872612,STK000271,2025-05-21,Transferred
SN959158456,STK000507,2025-08-16,Returned
SN465206668,STK000752,2025-03-23,Sold
SN559456115,STK000909,2023-09-14,Returned
SN892753602,STK000500,2024-08-07,Returned
SN936689478,STK001253,2024-09-21,Returned
SN796991801,STK001498,2025-04-06,Sold
SN221438870,STK000355,2023-01-31,Sold
SN582656385,STK000937,2025-12-15,Returned
SN350346336,STK000810,2024-10-07,Transferred
SN735746224,STK001260,2025-02-16,Received
SN739298737,STK001431,2024-02-19,Transferred
SN555020609,STK000784,2025-05-17,Received
SN167123977,STK001249,2023-09-28,Transferred
SN330705481,STK000460,2023-11-10,Sold
SN112078583,STK001165,2022-12-20,Reserved
SN118755013,STK001320,2022-05-21,Returned
SN330705481,STK001138,2022-04-14,Transferred
SN541958674,STK001096,2022-04-10,Transferred
SN245747056,STK001082,2022-08-16,Sold
SN940120598,STK000153,2023-04-21,Received
SN524605360,STK001165,2025-07-14,Transferred
SN190918539,STK001216,2025-04-04,Reserved
SN886196669,STK000387,2022-07-25,Sold
SN317268943,STK000351,2025-01-05,Adjusted
SN309419237,STK000832,2022-12-06,Adjusted
SN236402267,STK001175,2024-10-03,Sold
SN839032248,STK000422,2023-09-18,Transferred
SN384832300,STK000529,2022-03-01,Reserved
SN678843958,STK001270,2025-11-23,Sold
SN843048303,STK000436,2023-11-06,Returned
SN615517327,STK000016,2025-06-10,Returned
SN480788867,STK001272,2024-08-22,Reserved
SN720624517,STK000405,2023-04-02,Returned
SN511589432,STK000642,2023-11-22,Reserved
SN723750328,STK000831,2025-10-02,Sold
SN480788867,STK000737,2025-12-11,Reserved
SN845534349,STK000006,2023-10-15,Reserved
SN931865605,STK000381,2024-04-10,Transferred
SN374898833,STK001141,2024-08-25,Sold
SN464770555,STK000029,2025-08-28,Adjusted
SN749920474,STK000956,2024-11-19,Adjusted
SN879019991,STK000749,2024-08-29,Adjusted
SN753805447,STK000092,2025-02-20,Sold
SN413488676,STK000903,2024-11-26,Returned
SN562314772,STK001086,2023-12-26,Adjusted
SN688975627,STK000428,2025-12-24,Received
SN641197164,STK001116,2022-12-05,Adjusted
SN839032248,STK000193,2022-01-07,Adjusted
SN753805447,STK000403,2023-06-26,Returned
SN863488510,STK000399,2024-07-12,Sold
SN717399631,STK001428,2023-12-28,Adjusted
SN417230497,STK000743,2025-06-03,Received
SN556284606,STK001398,2022-09-03,Returned
SN875595874,STK000002,2025-11-03,Sold
SN879019991,STK001063,2022-10-13,Received
SN400113392,STK001421,2025-01-23,Sold
SN350346336,STK000986,2023-04-23,Adjusted
SN617581747,STK001423,2022-08-13,Adjusted
SN983188146,STK001444,2024-01-31,Adjusted
SN515253268,STK001439,2023-08-17,Returned
SN367922719,STK000943,2022-12-17,Reserved
SN697431959,STK000869,2024-07-19,Received
SN262751099,STK000731,2022-06-25,Reserved
SN473919935,STK001318,2025-12-03,Returned
SN533973928,STK001436,2022-09-19,Received
SN810852223,STK001022,2022-10-19,Returned
SN777835522,STK001134,2023-02-25,Sold
SN222776132,STK000776,2022-12-30,Transferred
SN542985542,STK000102,2025-06-17,Received
SN258152154,STK000033,2024-05-15,Adjusted
SN857805222,STK000109,2025-11-25,Received
SN806006384,STK000248,2024-12-02,Transferred
SN983258041,STK000177,2023-09-09,Received
SN915052732,STK000149,2025-07-12,Returned
SN220134083,STK001012,2022-09-19,Sold
SN861036702,STK001382,2024-06-24,Received
SN501899897,STK000570,2025-01-08,Sold
SN246073614,STK000733,2023-09-17,Reserved
SN562314772,STK000194,2022-12-21,Adjusted
SN985928866,STK000722,2025-11-01,Reserved
SN614218554,STK000333,2023-05-26,Sold
SN887373055,STK000571,2022-07-02,Reserved
SN774308762,STK000137,2024-01-25,Reserved
SN636990013,STK000553,2024-04-19,Transferred
SN315607414,STK000770,2022-04-26,Sold
SN207408299,STK001037,2023-02-01,Transferred
SN508388263,STK000119,2024-08-19,Reserved
SN311948205,STK000361,2024-12-17,Received
SN847125665,STK000224,2025-06-21,Adjusted
SN186404978,STK000052,2025-05-20,Returned
SN599944798,STK000748,2022-07-06,Returned
SN698611742,STK000917,2022-06-26,Sold
SN200578794,STK000034,2022-09-25,Returned
SN508388263,STK000922,2023-07-21,Returned
SN350346336,STK000021,2023-11-05,Adjusted
SN140875226,STK000817,2024-02-23,Received
SN638236949,STK000780,2024-06-21,Reserved
SN266556424,STK001021,2025-11-27,Received
SN417230497,STK001155,2024-04-01,Adjusted
SN208845305,STK001397,2025-01-19,Reserved
SN321017052,STK000845,2024-11-19,Sold
SN606024428,STK000101,2025-07-10,Adjusted
SN810852223,STK000384,2025-09-06,Sold
SN791504116,STK000401,2025-11-06,Received
SN712305802,STK001022,2024-08-12,Transferred
SN162390086,STK001181,2023-10-08,Transferred
SN740090397,STK000427,2022-01-29,Sold
SN724714782,STK000988,2023-11-03,Sold
SN321017052,STK001070,2024-07-20,Sold
SN380094439,STK000341,2023-12-19,Returned
SN679922843,STK001465,2025-08-26,Reserved
SN296937629,STK000944,2024-02-15,Transferred
SN205427461,STK001175,2025-04-20,Returned
SN617581747,STK000848,2025-07-08,Received
SN824954148,STK000841,2024-04-21,Transferred
SN779724559,STK000160,2024-05-11,Transferred
SN390119273,STK001170,2025-10-15,Adjusted
SN108445383,STK000522,2022-09-30,Transferred
SN832781276,STK001086,2024-04-25,Adjusted
SN417334625,STK000073,2025-04-30,Transferred
SN154661988,STK000257,2024-09-10,Received
SN845331158,STK000607,2023-06-22,Sold
SN671547696,STK000876,2025-03-02,Sold
SN113674643,STK000853,2024-09-20,Returned
SN206454189,STK001108,2023-11-26,Adjusted
SN279191022,STK000139,2024-02-14,Adjusted
SN813573213,STK001426,2023-08-26,Adjusted
SN440094033,STK000865,2022-04-13,Transferred
SN512749331,STK001462,2023-05-06,Returned
SN134911099,STK000896,2022-06-17,Transferred
SN688975627,STK000313,2023-12-03,Sold
SN183175424,STK001367,2023-09-12,Adjusted
SN496471435,STK000806,2024-03-20,Sold
SN513174482,STK001377,2022-01-14,Transferred
SN514364411,STK000068,2024-10-24,Sold
SN721102069,STK000606,2022-07-29,Reserved
SN500467574,STK000080,2023-06-22,Adjusted
SN245747056,STK000099,2025-08-31,Received
SN512974792,STK001230,2023-08-22,Reserved
SN857386759,STK000528,2022-04-29,Reserved
SN571181665,STK001106,2024-04-22,Transferred
SN614218554,STK000270,2025-03-18,Sold
SN912404236,STK000225,2022-07-09,Adjusted
SN384722185,STK000676,2023-03-23,Transferred
SN220294510,STK001182,2024-09-11,Adjusted
SN958473986,STK001190,2022-05-11,Transferred
SN257471013,STK000337,2025-06-28,Received
SN596312089,STK000288,2024-09-11,Returned
SN702457218,STK000660,2025-10-26,Sold
SN530773542,STK001125,2025-07-26,Sold
SN936689478,STK001233,2025-08-06,Received
SN207408299,STK001369,2022-07-08,Sold
SN174333043,STK000609,2023-03-25,Sold
SN573485701,STK000868,2024-09-19,Received
SN349858660,STK000496,2023-02-22,Sold
SN390119273,STK000790,2022-03-27,Received
SN318381219,STK000003,2024-08-13,Adjusted
SN900831154,STK001482,2024-01-25,Transferred
SN890576424,STK000376,2022-09-18,Reserved
SN115247157,STK001390,2024-01-09,Sold
SN726872665,STK000463,2022-07-06,Reserved
SN542985542,STK001310,2022-05-12,Sold
SN380892232,STK000375,2024-03-14,Transferred
SN703226647,STK001495,2024-11-12,Reserved
SN330705481,STK000357,2022-04-06,Adjusted
SN583759674,STK000172,2025-12-05,Sold
SN388652429,STK000140,2025-10-08,Received
SN258152154,STK000045,2022-10-23,Received
SN221438870,STK001345,2025-11-22,Sold
SN167123977,STK001236,2024-04-05,Adjusted
SN737697223,STK000209,2025-12-18,Sold
SN617203631,STK001169,2025-10-28,Received
SN442868695,STK000149,2025-12-24,Sold
SN222776132,STK000655,2023-01-14,Adjusted
SN658764771,STK001119,2025-05-29,Received
SN608020535,STK000228,2025-08-09,Returned
SN753805447,STK001240,2023-07-27,Reserved
SN250916792,STK001110,2025-10-30,Sold
SN699313297,STK000990,2023-06-11,Transferred
SN872708851,STK001036,2024-05-28,Returned
SN981643779,STK000945,2023-08-05,Received
SN518677347,STK000519,2022-10-31,Reserved
