Refund_ID,Refund_Date,Refund_Amount,Refund_Status,Approval_Date,Refund_Notes,Return_ID
RFD000961,2024-09-13,8478.44,Processed,2024-09-18,Refund processed per policy.,RET002170
RFD000962,2022-08-18,20557.31,Approved,2022-08-27,Refund processed per policy.,RET001727
RFD000963,2024-09-22,22647.92,Processed,2024-10-01,Refund processed per policy.,RET000620
RFD000964,2022-01-23,107845.61,Approved,2022-02-02,Refund processed per policy.,RET001201
RFD000965,2025-02-23,15062.19,Rejected,2025-03-05,Refund processed per policy.,RET002263
RFD000966,2025-08-21,74821.38,Rejected,2025-08-28,Refund processed per policy.,RET000859
RFD000967,2022-11-02,68659.63,Rejected,2022-11-05,Refund processed per policy.,RET000249
RFD000968,2022-04-19,17617.91,Approved,2022-04-20,Refund processed per policy.,RET001515
RFD000969,2022-08-27,26092.45,Processed,2022-08-29,Refund processed per policy.,RET000808
RFD000970,2023-03-11,65891.41,Approved,2023-03-14,Refund processed per policy.,RET002185
RFD000971,2022-06-20,104632.52,Approved,2022-06-21,Refund processed per policy.,RET002266
RFD000972,2023-03-17,67428.17,Approved,2023-03-19,Refund processed per policy.,RET000285
RFD000973,2024-09-12,18225.46,Approved,2024-09-13,Refund processed per policy.,RET001913
RFD000974,2024-07-10,68052.43,Pending,,Refund processed per policy.,RET001150
RFD000975,2024-01-18,7899.91,Processed,2024-01-19,Refund processed per policy.,RET001627
RFD000976,2025-07-08,111579.01,Approved,2025-07-14,Refund processed per policy.,RET000948
RFD000977,2024-08-05,104457.15,Approved,2024-08-11,Refund processed per policy.,RET000769
RFD000978,2022-01-10,16240.48,Approved,2022-01-20,Refund processed per policy.,RET000612
RFD000979,2022-07-16,8274.42,Approved,2022-07-25,Refund processed per policy.,RET002231
RFD000980,2023-09-19,79673.11,Approved,2023-09-20,Refund processed per policy.,RET000866
RFD000981,2023-06-28,35758.55,Approved,2023-07-07,Refund processed per policy.,RET000047
RFD000982,2022-02-01,14585.6,Approved,2022-02-05,Refund processed per policy.,RET001927
RFD000983,2024-05-03,102225.64,Approved,2024-05-09,Refund processed per policy.,RET001736
RFD000984,2023-07-17,108174.04,Approved,2023-07-20,Refund processed per policy.,RET000214
RFD000985,2024-01-22,77490.32,Approved,2024-01-30,Refund processed per policy.,RET001801
RFD000986,2024-03-14,1270.26,Approved,2024-03-16,Refund processed per policy.,RET000727
RFD000987,2024-10-10,54737.02,Rejected,2024-10-19,Refund processed per policy.,RET000064
RFD000988,2024-05-08,93968.29,Approved,2024-05-12,Refund processed per policy.,RET000299
RFD000989,2023-03-28,87660.58,Rejected,2023-04-06,Refund processed per policy.,RET001707
RFD000990,2022-11-01,99222.02,Approved,2022-11-10,Refund processed per policy.,RET001983
RFD000991,2025-10-03,105621.49,Approved,2025-10-10,Refund processed per policy.,RET000472
RFD000992,2025-12-01,56738.86,Approved,2025-12-05,Refund processed per policy.,RET001812
RFD000993,2022-01-31,114878.64,Processed,2022-02-06,Refund processed per policy.,RET002379
RFD000994,2024-04-03,77394.56,Processed,2024-04-08,Refund processed per policy.,RET002406
RFD000995,2023-05-25,12596.06,Processed,2023-06-03,Refund processed per policy.,RET000746
RFD000996,2025-11-18,64101.64,Approved,2025-11-26,Refund processed per policy.,RET000913
RFD000997,2025-08-13,103192.35,Approved,2025-08-19,Refund processed per policy.,RET000552
RFD000998,2023-08-05,38290.59,Pending,,Refund processed per policy.,RET001855
RFD000999,2022-09-01,19097.38,Processed,2022-09-09,Refund processed per policy.,RET000310
RFD001000,2023-01-12,38585.66,Approved,2023-01-13,Refund processed per policy.,RET001937
RFD001001,2022-10-14,93051.32,Rejected,2022-10-20,Refund processed per policy.,RET001968
RFD001002,2022-04-02,85417.98,Approved,2022-04-06,Refund processed per policy.,RET000862
RFD001003,2025-09-14,38895.27,Approved,2025-09-22,Refund processed per policy.,RET000093
RFD001004,2024-12-24,12741.9,Pending,,Refund processed per policy.,RET001686
RFD001005,2023-11-24,107120.32,Approved,2023-12-04,Refund processed per policy.,RET002405
RFD001006,2022-06-24,21524.5,Approved,2022-07-04,Refund processed per policy.,RET000463
RFD001007,2022-08-06,53511.32,Approved,2022-08-15,Refund processed per policy.,RET000340
RFD001008,2022-06-12,22689.31,Approved,2022-06-17,Refund processed per policy.,RET000076
RFD001009,2022-10-20,82852.87,Approved,2022-10-21,Refund processed per policy.,RET001994
RFD001010,2023-01-04,58783.98,Approved,2023-01-08,Refund processed per policy.,RET001911
RFD001011,2022-05-18,34965.68,Approved,2022-05-21,Refund processed per policy.,RET000806
RFD001012,2023-11-21,78912.34,Rejected,2023-12-01,Refund processed per policy.,RET001072
RFD001013,2022-06-08,109475.58,Approved,2022-06-12,Refund processed per policy.,RET000268
RFD001014,2025-10-14,53060.97,Processed,2025-10-15,Refund processed per policy.,RET001523
RFD001015,2025-02-25,100371.21,Pending,,Refund processed per policy.,RET001172
RFD001016,2024-03-24,24507.46,Approved,2024-03-30,Refund processed per policy.,RET000633
RFD001017,2022-04-02,19145.48,Approved,2022-04-12,Refund processed per policy.,RET001563
RFD001018,2023-09-22,15792.34,Rejected,2023-09-23,Refund processed per policy.,RET000776
RFD001019,2022-05-26,111691.54,Approved,2022-05-28,Refund processed per policy.,RET000971
RFD001020,2025-02-28,76142.73,Approved,2025-03-02,Refund processed per policy.,RET002313
RFD001021,2022-02-11,2493.05,Approved,2022-02-13,Refund processed per policy.,RET000686
RFD001022,2024-03-23,66408.84,Approved,2024-03-27,Refund processed per policy.,RET001895
RFD001023,2023-03-26,43795.66,Approved,2023-03-28,Refund processed per policy.,RET001422
RFD001024,2023-12-16,95904.06,Rejected,2023-12-20,Refund processed per policy.,RET000527
RFD001025,2022-10-13,58587.98,Approved,2022-10-21,Refund processed per policy.,RET000694
RFD001026,2023-09-14,102689.42,Processed,2023-09-18,Refund processed per policy.,RET000201
RFD001027,2022-05-16,27564.83,Approved,2022-05-22,Refund processed per policy.,RET002048
RFD001028,2024-04-01,39214.45,Pending,,Refund processed per policy.,RET000332
RFD001029,2022-12-07,60665.45,Processed,2022-12-14,Refund processed per policy.,RET000985
RFD001030,2025-02-01,69445.66,Pending,,Refund processed per policy.,RET001669
RFD001031,2022-08-29,81884.83,Approved,2022-09-08,Refund processed per policy.,RET001903
RFD001032,2025-07-29,71468.83,Approved,2025-08-02,Refund processed per policy.,RET001696
RFD001033,2024-09-22,62199.39,Rejected,2024-09-23,Refund processed per policy.,RET002456
RFD001034,2022-06-30,33791.35,Approved,2022-07-07,Refund processed per policy.,RET002141
RFD001035,2024-07-12,43227.79,Approved,2024-07-19,Refund processed per policy.,RET001676
RFD001036,2024-06-04,22157.95,Processed,2024-06-06,Refund processed per policy.,RET001034
RFD001037,2024-06-09,32128.62,Approved,2024-06-11,Refund processed per policy.,RET001344
RFD001038,2025-02-23,44502.46,Approved,2025-02-26,Refund processed per policy.,RET002489
RFD001039,2024-05-08,114223.13,Approved,2024-05-11,Refund processed per policy.,RET001767
RFD001040,2024-02-23,49837.75,Approved,2024-02-25,Refund processed per policy.,RET001938
RFD001041,2022-11-12,80092.12,Approved,2022-11-15,Refund processed per policy.,RET002246
RFD001042,2025-08-17,96766.52,Approved,2025-08-18,Refund processed per policy.,RET000889
RFD001043,2022-12-31,95523.51,Approved,2023-01-05,Refund processed per policy.,RET000311
RFD001044,2024-02-01,66536.46,Approved,2024-02-11,Refund processed per policy.,RET001726
RFD001045,2022-08-27,51114.14,Approved,2022-09-03,Refund processed per policy.,RET000722
RFD001046,2023-04-08,41656.27,Approved,2023-04-12,Refund processed per policy.,RET002121
RFD001047,2023-06-30,87898.76,Pending,,Refund processed per policy.,RET000830
RFD001048,2022-02-13,55680.55,Approved,2022-02-15,Refund processed per policy.,RET001145
RFD001049,2024-01-15,30592.49,Approved,2024-01-25,Refund processed per policy.,RET001640
RFD001050,2023-03-17,32968.02,Approved,2023-03-27,Refund processed per policy.,RET001985
RFD001051,2024-05-20,84885.25,Approved,2024-05-25,Refund processed per policy.,RET001051
RFD001052,2022-09-22,81015.3,Approved,2022-09-29,Refund processed per policy.,RET000837
RFD001053,2022-11-14,6388.1,Approved,2022-11-16,Refund processed per policy.,RET001511
RFD001054,2023-09-07,95076.19,Rejected,2023-09-16,Refund processed per policy.,RET001815
RFD001055,2022-06-03,81975.31,Rejected,2022-06-05,Refund processed per policy.,RET001815
RFD001056,2025-08-24,53500.57,Processed,2025-08-28,Refund processed per policy.,RET001571
RFD001057,2022-12-21,60675.72,Approved,2022-12-30,Refund processed per policy.,RET000624
RFD001058,2024-02-01,96459.18,Approved,2024-02-08,Refund processed per policy.,RET000085
RFD001059,2024-05-27,117182.47,Processed,2024-05-31,Refund processed per policy.,RET000607
RFD001060,2024-12-07,118604.1,Processed,2024-12-17,Refund processed per policy.,RET000592
RFD001061,2022-05-26,6393.48,Processed,2022-06-05,Refund processed per policy.,RET001219
RFD001062,2023-04-20,50977.87,Rejected,2023-04-28,Refund processed per policy.,RET000759
RFD001063,2025-08-22,59259.82,Pending,,Refund processed per policy.,RET001720
RFD001064,2025-08-22,31847.67,Approved,2025-09-01,Refund processed per policy.,RET000902
RFD001065,2025-06-14,3913.04,Approved,2025-06-18,Refund processed per policy.,RET000643
RFD001066,2022-03-20,66405.39,Approved,2022-03-23,Refund processed per policy.,RET001473
RFD001067,2022-05-21,53974.9,Rejected,2022-05-24,Refund processed per policy.,RET001611
RFD001068,2022-09-29,49419.06,Approved,2022-10-04,Refund processed per policy.,RET000850
RFD001069,2022-04-13,239.8,Approved,2022-04-16,Refund processed per policy.,RET001554
RFD001070,2023-10-10,21113.66,Approved,2023-10-11,Refund processed per policy.,RET000206
RFD001071,2025-09-08,73815.46,Approved,2025-09-16,Refund processed per policy.,RET001983
RFD001072,2023-12-19,81057.05,Processed,2023-12-28,Refund processed per policy.,RET000211
RFD001073,2024-10-23,41399.07,Approved,2024-10-25,Refund processed per policy.,RET000674
RFD001074,2024-05-07,110481.78,Approved,2024-05-16,Refund processed per policy.,RET001683
RFD001075,2025-05-15,81240.05,Pending,,Refund processed per policy.,RET001238
RFD001076,2024-07-07,94877.36,Approved,2024-07-08,Refund processed per policy.,RET000370
RFD001077,2024-01-20,49586.85,Approved,2024-01-30,Refund processed per policy.,RET000340
RFD001078,2022-05-26,22564.89,Pending,,Refund processed per policy.,RET000343
RFD001079,2025-07-31,114676.16,Approved,2025-08-04,Refund processed per policy.,RET001652
RFD001080,2023-05-01,101582.97,Approved,2023-05-05,Refund processed per policy.,RET000934
RFD001081,2023-04-15,67283.89,Processed,2023-04-20,Refund processed per policy.,RET000427
RFD001082,2023-04-27,28548.42,Rejected,2023-05-01,Refund processed per policy.,RET001133
RFD001083,2024-07-27,72525.8,Processed,2024-07-29,Refund processed per policy.,RET001410
RFD001084,2025-01-29,19421.56,Approved,2025-01-31,Refund processed per policy.,RET001829
RFD001085,2022-04-22,109726.54,Approved,2022-04-28,Refund processed per policy.,RET000289
RFD001086,2023-03-09,65384.4,Approved,2023-03-11,Refund processed per policy.,RET000543
RFD001087,2025-07-24,118399.85,Approved,2025-07-30,Refund processed per policy.,RET000698
RFD001088,2024-10-26,17769.81,Rejected,2024-10-30,Refund processed per policy.,RET001434
RFD001089,2022-02-19,28027.19,Approved,2022-02-28,Refund processed per policy.,RET001273
RFD001090,2024-05-18,96443.42,Pending,,Refund processed per policy.,RET000024
RFD001091,2024-09-27,111600.62,Approved,2024-09-28,Refund processed per policy.,RET000156
RFD001092,2024-08-20,54482.97,Approved,2024-08-27,Refund processed per policy.,RET000725
RFD001093,2025-08-08,35113.17,Approved,2025-08-11,Refund processed per policy.,RET002176
RFD001094,2023-03-26,101238.47,Rejected,2023-03-30,Refund processed per policy.,RET001518
RFD001095,2023-07-07,60144.1,Approved,2023-07-16,Refund processed per policy.,RET000026
RFD001096,2025-11-24,71936.44,Approved,2025-11-30,Refund processed per policy.,RET002108
RFD001097,2022-05-07,56335.75,Approved,2022-05-10,Refund processed per policy.,RET001191
RFD001098,2025-05-30,9101.39,Approved,2025-06-05,Refund processed per policy.,RET001911
RFD001099,2025-05-14,8657.19,Approved,2025-05-17,Refund processed per policy.,RET001036
RFD001100,2024-01-05,62408.18,Pending,,Refund processed per policy.,RET000343
RFD001101,2023-06-09,25428.0,Approved,2023-06-14,Refund processed per policy.,RET002205
RFD001102,2023-01-02,70240.2,Processed,2023-01-03,Refund processed per policy.,RET001641
RFD001103,2022-10-09,35096.03,Approved,2022-10-14,Refund processed per policy.,RET001587
RFD001104,2022-11-17,91215.16,Approved,2022-11-21,Refund processed per policy.,RET001149
RFD001105,2023-07-29,109999.37,Rejected,2023-08-03,Refund processed per policy.,RET002133
RFD001106,2025-04-10,83436.65,Approved,2025-04-11,Refund processed per policy.,RET001782
RFD001107,2022-03-17,65123.9,Pending,,Refund processed per policy.,RET000849
RFD001108,2022-03-26,73888.08,Rejected,2022-03-31,Refund processed per policy.,RET001236
RFD001109,2025-10-30,103938.68,Pending,,Refund processed per policy.,RET001756
RFD001110,2022-07-27,101165.63,Approved,2022-08-03,Refund processed per policy.,RET000996
RFD001111,2024-10-11,118297.38,Approved,2024-10-18,Refund processed per policy.,RET001100
RFD001112,2024-07-03,99706.82,Approved,2024-07-08,Refund processed per policy.,RET000644
RFD001113,2023-10-11,84155.64,Approved,2023-10-18,Refund processed per policy.,RET001325
RFD001114,2023-09-13,26995.68,Approved,2023-09-17,Refund processed per policy.,RET000877
RFD001115,2023-12-02,10817.09,Rejected,2023-12-07,Refund processed per policy.,RET000244
RFD001116,2023-05-28,37590.46,Approved,2023-06-05,Refund processed per policy.,RET000642
RFD001117,2025-09-28,61444.94,Processed,2025-09-30,Refund processed per policy.,RET002461
RFD001118,2022-01-29,102688.27,Approved,2022-02-08,Refund processed per policy.,RET000912
RFD001119,2025-01-04,103355.02,Rejected,2025-01-06,Refund processed per policy.,RET001871
RFD001120,2023-06-25,13471.59,Processed,2023-07-01,Refund processed per policy.,RET000592
RFD001121,2022-08-30,29461.28,Approved,2022-09-04,Refund processed per policy.,RET000862
RFD001122,2025-10-22,47282.54,Approved,2025-10-29,Refund processed per policy.,RET002237
RFD001123,2025-05-26,45437.94,Approved,2025-05-31,Refund processed per policy.,RET001392
RFD001124,2023-04-12,54816.56,Approved,2023-04-15,Refund processed per policy.,RET001187
RFD001125,2022-07-06,111859.08,Approved,2022-07-13,Refund processed per policy.,RET002106
RFD001126,2025-12-03,81057.32,Approved,2025-12-13,Refund processed per policy.,RET001883
RFD001127,2024-08-24,102899.88,Approved,2024-08-28,Refund processed per policy.,RET001041
RFD001128,2025-10-11,91870.25,Rejected,2025-10-20,Refund processed per policy.,RET001567
RFD001129,2024-04-14,96185.53,Approved,2024-04-18,Refund processed per policy.,RET000553
RFD001130,2022-03-03,50294.31,Rejected,2022-03-10,Refund processed per policy.,RET001509
RFD001131,2025-06-02,28264.36,Pending,,Refund processed per policy.,RET001624
RFD001132,2023-07-29,7370.32,Approved,2023-08-06,Refund processed per policy.,RET000475
RFD001133,2025-01-21,54094.5,Approved,2025-01-31,Refund processed per policy.,RET002177
RFD001134,2023-06-23,50496.17,Approved,2023-06-27,Refund processed per policy.,RET002212
RFD001135,2025-04-20,84008.5,Pending,,Refund processed per policy.,RET001151
RFD001136,2023-07-13,39352.55,Approved,2023-07-14,Refund processed per policy.,RET000447
RFD001137,2025-06-20,19504.68,Rejected,2025-06-24,Refund processed per policy.,RET001421
RFD001138,2022-07-15,25862.91,Approved,2022-07-25,Refund processed per policy.,RET002166
RFD001139,2022-05-20,76286.74,Processed,2022-05-21,Refund processed per policy.,RET002108
RFD001140,2022-04-23,80078.44,Approved,2022-04-27,Refund processed per policy.,RET000409
RFD001141,2022-09-28,113994.25,Processed,2022-10-02,Refund processed per policy.,RET002187
RFD001142,2024-10-29,38389.11,Approved,2024-11-02,Refund processed per policy.,RET000039
RFD001143,2025-03-14,1133.57,Approved,2025-03-23,Refund processed per policy.,RET000123
RFD001144,2024-06-13,235.63,Approved,2024-06-15,Refund processed per policy.,RET000669
RFD001145,2024-03-21,37660.78,Approved,2024-03-27,Refund processed per policy.,RET001452
RFD001146,2022-09-24,19008.06,Approved,2022-09-26,Refund processed per policy.,RET001199
RFD001147,2022-02-19,86994.35,Processed,2022-02-22,Refund processed per policy.,RET000024
RFD001148,2023-08-12,93385.08,Approved,2023-08-18,Refund processed per policy.,RET001374
RFD001149,2025-09-16,67888.46,Pending,,Refund processed per policy.,RET000028
RFD001150,2024-05-18,4392.58,Approved,2024-05-24,Refund processed per policy.,RET001621
RFD001151,2023-04-21,5136.78,Approved,2023-04-25,Refund processed per policy.,RET002023
RFD001152,2023-02-28,18693.98,Approved,2023-03-09,Refund processed per policy.,RET000230
RFD001153,2022-04-21,103957.77,Approved,2022-04-29,Refund processed per policy.,RET000628
RFD001154,2024-12-23,33793.79,Approved,2024-12-29,Refund processed per policy.,RET001352
RFD001155,2024-12-21,27089.81,Processed,2024-12-23,Refund processed per policy.,RET001050
RFD001156,2022-10-15,11492.12,Pending,,Refund processed per policy.,RET002245
RFD001157,2023-09-19,634.61,Approved,2023-09-24,Refund processed per policy.,RET001986
RFD001158,2024-05-23,36676.53,Rejected,2024-06-01,Refund processed per policy.,RET002149
RFD001159,2025-12-27,79203.33,Approved,2026-01-01,Refund processed per policy.,RET001570
RFD001160,2025-08-21,2979.54,Processed,2025-08-30,Refund processed per policy.,RET001827
RFD001161,2025-12-23,45800.32,Approved,2025-12-27,Refund processed per policy.,RET000137
RFD001162,2025-11-17,62314.08,Approved,2025-11-23,Refund processed per policy.,RET000227
RFD001163,2022-07-14,79614.04,Approved,2022-07-16,Refund processed per policy.,RET002237
RFD001164,2024-03-14,117358.65,Rejected,2024-03-20,Refund processed per policy.,RET001000
RFD001165,2022-01-18,15002.35,Approved,2022-01-20,Refund processed per policy.,RET002102
RFD001166,2023-11-19,28873.01,Processed,2023-11-20,Refund processed per policy.,RET002218
RFD001167,2025-01-23,20179.15,Approved,2025-01-24,Refund processed per policy.,RET000221
RFD001168,2024-03-12,117984.26,Approved,2024-03-16,Refund processed per policy.,RET000532
RFD001169,2025-07-12,41263.33,Processed,2025-07-18,Refund processed per policy.,RET001208
RFD001170,2025-07-12,40790.22,Approved,2025-07-13,Refund processed per policy.,RET001799
RFD001171,2024-02-03,6934.42,Approved,2024-02-12,Refund processed per policy.,RET002106
RFD001172,2023-04-03,116742.75,Approved,2023-04-08,Refund processed per policy.,RET000243
RFD001173,2025-04-01,90350.18,Pending,,Refund processed per policy.,RET000861
RFD001174,2025-08-04,65666.75,Rejected,2025-08-11,Refund processed per policy.,RET000026
RFD001175,2025-05-06,24366.94,Approved,2025-05-08,Refund processed per policy.,RET000815
RFD001176,2024-03-27,30172.13,Approved,2024-04-03,Refund processed per policy.,RET002178
RFD001177,2022-02-01,4903.92,Approved,2022-02-05,Refund processed per policy.,RET000115
RFD001178,2024-03-28,9022.96,Approved,2024-03-31,Refund processed per policy.,RET000580
RFD001179,2024-06-04,34725.77,Processed,2024-06-09,Refund processed per policy.,RET000286
RFD001180,2025-11-16,20606.56,Approved,2025-11-20,Refund processed per policy.,RET000709
RFD001181,2024-09-18,9278.78,Approved,2024-09-19,Refund processed per policy.,RET002159
RFD001182,2024-12-17,46837.47,Approved,2024-12-22,Refund processed per policy.,RET001526
RFD001183,2024-11-16,105767.43,Pending,,Refund processed per policy.,RET001957
RFD001184,2024-06-22,79568.48,Approved,2024-07-01,Refund processed per policy.,RET002050
RFD001185,2024-08-19,82086.24,Approved,2024-08-21,Refund processed per policy.,RET001454
RFD001186,2024-11-22,93993.53,Approved,2024-11-24,Refund processed per policy.,RET001237
RFD001187,2024-06-04,96329.04,Rejected,2024-06-08,Refund processed per policy.,RET002020
RFD001188,2024-03-19,68039.32,Processed,2024-03-26,Refund processed per policy.,RET000538
RFD001189,2024-05-30,2576.35,Approved,2024-06-06,Refund processed per policy.,RET000192
RFD001190,2024-10-26,69374.25,Approved,2024-10-30,Refund processed per policy.,RET002411
RFD001191,2025-05-15,82287.74,Rejected,2025-05-22,Refund processed per policy.,RET002258
RFD001192,2023-08-16,102913.77,Processed,2023-08-22,Refund processed per policy.,RET001122
RFD001193,2023-12-17,112094.22,Processed,2023-12-22,Refund processed per policy.,RET002053
RFD001194,2024-12-04,41026.56,Processed,2024-12-06,Refund processed per policy.,RET001130
RFD001195,2023-09-10,47810.62,Pending,,Refund processed per policy.,RET001057
RFD001196,2024-12-19,107109.16,Processed,2024-12-28,Refund processed per policy.,RET001439
RFD001197,2023-03-15,64155.88,Pending,,Refund processed per policy.,RET000641
RFD001198,2023-09-16,92817.36,Approved,2023-09-26,Refund processed per policy.,RET000726
RFD001199,2023-11-06,100622.24,Approved,2023-11-13,Refund processed per policy.,RET001257
RFD001200,2025-07-01,39653.86,Processed,2025-07-04,Refund processed per policy.,RET001282
RFD001201,2022-03-25,54011.67,Approved,2022-04-02,Refund processed per policy.,RET001852
RFD001202,2024-04-21,21696.7,Pending,,Refund processed per policy.,RET001809
RFD001203,2023-09-17,43253.57,Rejected,2023-09-26,Refund processed per policy.,RET002000
RFD001204,2023-12-17,119935.3,Approved,2023-12-26,Refund processed per policy.,RET000427
RFD001205,2025-07-21,47559.82,Processed,2025-07-29,Refund processed per policy.,RET001658
RFD001206,2024-12-31,92787.39,Processed,2025-01-05,Refund processed per policy.,RET002115
RFD001207,2024-12-19,111461.12,Approved,2024-12-29,Refund processed per policy.,RET001932
RFD001208,2024-10-25,11477.65,Approved,2024-11-02,Refund processed per policy.,RET000408
RFD001209,2022-08-04,110445.3,Approved,2022-08-13,Refund processed per policy.,RET000570
RFD001210,2022-05-26,46442.81,Approved,2022-05-27,Refund processed per policy.,RET001180
RFD001211,2022-03-20,45861.12,Rejected,2022-03-22,Refund processed per policy.,RET000217
RFD001212,2025-08-16,51502.62,Processed,2025-08-20,Refund processed per policy.,RET001239
RFD001213,2025-06-06,118802.94,Approved,2025-06-08,Refund processed per policy.,RET001433
RFD001214,2022-07-31,118549.48,Pending,,Refund processed per policy.,RET000902
RFD001215,2022-03-21,75327.39,Approved,2022-03-28,Refund processed per policy.,RET002020
RFD001216,2022-02-25,30869.71,Approved,2022-02-27,Refund processed per policy.,RET001126
RFD001217,2024-03-24,111491.32,Processed,2024-03-28,Refund processed per policy.,RET002021
RFD001218,2023-01-16,71044.6,Approved,2023-01-21,Refund processed per policy.,RET000767
RFD001219,2023-03-11,88645.99,Approved,2023-03-21,Refund processed per policy.,RET001582
RFD001220,2024-11-16,61486.69,Processed,2024-11-23,Refund processed per policy.,RET001228
RFD001221,2022-10-14,61410.95,Approved,2022-10-19,Refund processed per policy.,RET001607
RFD001222,2022-07-15,104721.86,Approved,2022-07-19,Refund processed per policy.,RET002104
RFD001223,2023-11-19,102984.57,Approved,2023-11-26,Refund processed per policy.,RET000032
RFD001224,2024-07-30,56093.01,Rejected,2024-07-31,Refund processed per policy.,RET001990
RFD001225,2025-11-09,9188.64,Pending,,Refund processed per policy.,RET001294
RFD001226,2022-11-05,101173.64,Approved,2022-11-08,Refund processed per policy.,RET000107
RFD001227,2023-09-16,108377.74,Approved,2023-09-22,Refund processed per policy.,RET001071
RFD001228,2023-08-07,80999.97,Pending,,Refund processed per policy.,RET000225
RFD001229,2023-07-09,89548.68,Processed,2023-07-14,Refund processed per policy.,RET001939
RFD001230,2024-01-07,54316.77,Approved,2024-01-10,Refund processed per policy.,RET001346
RFD001231,2024-11-08,74505.03,Rejected,2024-11-12,Refund processed per policy.,RET000741
RFD001232,2025-03-29,92836.63,Approved,2025-04-04,Refund processed per policy.,RET000229
RFD001233,2022-02-07,91387.47,Approved,2022-02-08,Refund processed per policy.,RET001816
RFD001234,2022-08-31,5298.87,Pending,,Refund processed per policy.,RET000999
RFD001235,2022-08-15,87077.24,Approved,2022-08-24,Refund processed per policy.,RET000584
RFD001236,2022-12-18,63443.19,Approved,2022-12-23,Refund processed per policy.,RET001895
RFD001237,2023-12-26,86818.36,Approved,2024-01-05,Refund processed per policy.,RET001748
RFD001238,2023-04-08,36459.5,Processed,2023-04-12,Refund processed per policy.,RET000049
RFD001239,2025-11-22,101616.33,Approved,2025-12-01,Refund processed per policy.,RET001957
RFD001240,2022-06-24,49133.97,Approved,2022-06-27,Refund processed per policy.,RET000713
RFD001241,2022-11-22,2730.91,Approved,2022-11-28,Refund processed per policy.,RET002251
RFD001242,2023-04-26,20542.8,Approved,2023-05-01,Refund processed per policy.,RET001272
RFD001243,2022-06-05,93352.11,Approved,2022-06-14,Refund processed per policy.,RET001869
RFD001244,2025-10-19,13782.61,Processed,2025-10-26,Refund processed per policy.,RET001000
RFD001245,2022-06-21,72279.23,Approved,2022-06-26,Refund processed per policy.,RET000058
RFD001246,2022-02-10,91564.09,Approved,2022-02-18,Refund processed per policy.,RET001771
RFD001247,2024-08-11,110136.11,Approved,2024-08-12,Refund processed per policy.,RET002126
RFD001248,2024-02-08,104478.72,Rejected,2024-02-14,Refund processed per policy.,RET001067
RFD001249,2023-05-16,101363.62,Processed,2023-05-22,Refund processed per policy.,RET002043
RFD001250,2023-03-08,78071.78,Approved,2023-03-16,Refund processed per policy.,RET001354
RFD001251,2023-12-26,77605.68,Approved,2024-01-05,Refund processed per policy.,RET001080
RFD001252,2023-09-15,80193.66,Approved,2023-09-16,Refund processed per policy.,RET001404
RFD001253,2023-03-08,111458.67,Rejected,2023-03-15,Refund processed per policy.,RET002251
RFD001254,2023-08-26,8731.31,Approved,2023-09-02,Refund processed per policy.,RET001895
RFD001255,2025-06-17,34165.64,Approved,2025-06-21,Refund processed per policy.,RET001265
RFD001256,2022-10-12,105231.91,Pending,,Refund processed per policy.,RET002212
RFD001257,2024-04-19,25713.64,Approved,2024-04-27,Refund processed per policy.,RET001346
RFD001258,2024-07-07,78423.28,Approved,2024-07-17,Refund processed per policy.,RET002263
RFD001259,2023-09-05,13694.88,Approved,2023-09-07,Refund processed per policy.,RET000626
RFD001260,2025-06-08,7401.08,Processed,2025-06-12,Refund processed per policy.,RET000600
RFD001261,2024-02-14,49425.54,Approved,2024-02-16,Refund processed per policy.,RET001798
RFD001262,2023-01-02,87194.07,Rejected,2023-01-08,Refund processed per policy.,RET001842
RFD001263,2024-08-18,7496.58,Approved,2024-08-20,Refund processed per policy.,RET001473
RFD001264,2022-12-07,86217.25,Approved,2022-12-09,Refund processed per policy.,RET000748
RFD001265,2022-10-31,43030.94,Approved,2022-11-07,Refund processed per policy.,RET000224
RFD001266,2025-01-02,104041.85,Rejected,2025-01-09,Refund processed per policy.,RET002300
RFD001267,2023-11-13,51752.63,Approved,2023-11-15,Refund processed per policy.,RET001800
RFD001268,2023-12-27,53544.35,Approved,2024-01-05,Refund processed per policy.,RET000600
RFD001269,2023-11-20,102893.3,Approved,2023-11-30,Refund processed per policy.,RET001215
RFD001270,2024-10-09,70886.82,Approved,2024-10-19,Refund processed per policy.,RET000027
RFD001271,2024-05-18,77451.68,Approved,2024-05-20,Refund processed per policy.,RET000416
RFD001272,2024-05-12,72991.62,Pending,,Refund processed per policy.,RET001705
RFD001273,2022-12-25,6347.26,Approved,2022-12-29,Refund processed per policy.,RET002393
RFD001274,2024-01-06,84077.65,Processed,2024-01-07,Refund processed per policy.,RET000546
RFD001275,2024-02-19,15818.36,Approved,2024-02-29,Refund processed per policy.,RET000198
RFD001276,2022-06-06,23541.82,Approved,2022-06-16,Refund processed per policy.,RET001679
RFD001277,2023-11-11,88034.93,Approved,2023-11-15,Refund processed per policy.,RET000231
RFD001278,2025-01-09,7635.6,Approved,2025-01-16,Refund processed per policy.,RET001240
RFD001279,2022-02-15,78999.08,Approved,2022-02-19,Refund processed per policy.,RET001264
RFD001280,2025-08-25,29387.71,Approved,2025-08-28,Refund processed per policy.,RET001813
