Product_line_number,Amount,Price,Total_Price,Date,Order_ID
PLN021668,1,70911.15,70911.15,2024-01-31,ORD022275
PLN024987,2,5129.3,10258.6,2023-12-07,ORD022276
PLN031351,3,54859.54,164578.62,2023-07-21,ORD022276
PLN045935,2,28812.72,57625.44,2024-10-01,ORD022276
PLN013907,2,3874.87,7749.74,2024-10-15,ORD022277
PLN042514,1,41643.41,41643.41,2022-04-08,ORD022277
PLN021218,4,48464.02,193856.08,2022-09-13,ORD022278
PLN037168,2,7992.14,15984.28,2024-01-04,ORD022278
PLN014480,4,14503.6,58014.4,2024-05-09,ORD022280
PLN047477,4,76114.45,304457.8,2022-10-29,ORD022280
PLN010154,3,422.6,1267.8,2025-04-24,ORD022281
PLN037014,4,27742.84,110971.36,2023-10-07,ORD022281
PLN045850,4,60338.4,241353.6,2024-06-17,ORD022281
PLN001635,1,58119.91,58119.91,2023-09-19,ORD022282
PLN028720,2,24338.95,48677.9,2024-02-18,ORD022282
PLN042254,1,16284.64,16284.64,2022-07-08,ORD022282
PLN046151,3,72264.64,216793.92,2025-05-11,ORD022282
PLN047503,3,49217.31,147651.93,2024-12-02,ORD022283
PLN008983,1,54458.89,54458.89,2023-03-15,ORD022284
PLN010847,3,64819.95,194459.85,2025-09-21,ORD022284
PLN043066,3,58573.57,175720.71,2023-12-17,ORD022284
PLN007968,3,46029.47,138088.41,2025-06-16,ORD022285
PLN023234,1,69912.19,69912.19,2022-06-08,ORD022285
PLN030158,4,5717.55,22870.2,2024-11-14,ORD022285
PLN026923,3,31587.08,94761.24,2024-11-23,ORD022286
PLN027301,2,1854.73,3709.46,2025-08-17,ORD022286
PLN030126,2,76343.35,152686.7,2023-07-24,ORD022286
PLN033596,2,28690.25,57380.5,2022-11-18,ORD022286
PLN001972,3,39278.98,117836.94,2024-11-05,ORD022287
PLN014490,4,28768.1,115072.4,2024-08-25,ORD022288
PLN026582,1,58702.44,58702.44,2022-05-16,ORD022288
PLN010541,4,45920.44,183681.76,2024-10-29,ORD022290
PLN043769,3,40629.08,121887.24,2024-01-21,ORD022290
PLN022027,3,19281.19,57843.57,2023-09-06,ORD022291
PLN023974,4,40245.01,160980.04,2025-07-14,ORD022291
PLN037243,2,47237.8,94475.6,2022-12-15,ORD022291
PLN030964,4,77462.21,309848.84,2023-11-25,ORD022292
PLN041797,4,66594.63,266378.52,2022-02-24,ORD022292
PLN004903,3,8118.5,24355.5,2024-11-29,ORD022293
PLN023148,2,39360.54,78721.08,2023-12-12,ORD022294
PLN032723,2,2896.49,5792.98,2025-07-25,ORD022294
PLN007560,4,9582.26,38329.04,2024-03-05,ORD022295
PLN010962,1,77922.04,77922.04,2025-06-11,ORD022295
PLN028723,3,47323.84,141971.52,2024-03-30,ORD022295
PLN030200,3,42036.6,126109.8,2022-10-18,ORD022295
PLN001578,3,13718.83,41156.49,2025-08-13,ORD022296
PLN030836,3,13266.29,39798.87,2022-02-23,ORD022296
PLN014796,3,9552.18,28656.54,2025-05-05,ORD022297
PLN004441,3,51687.96,155063.88,2022-04-03,ORD022298
PLN011327,1,27064.78,27064.78,2023-06-22,ORD022298
PLN007347,2,25595.05,51190.1,2023-11-21,ORD022299
PLN013249,3,69165.37,207496.11,2024-12-13,ORD022299
PLN026126,1,63308.92,63308.92,2023-02-24,ORD022299
PLN027245,3,50824.72,152474.16,2023-01-19,ORD022299
PLN031749,1,35424.71,35424.71,2022-10-15,ORD022299
PLN044783,3,16524.52,49573.56,2024-08-02,ORD022302
PLN002529,1,65195.78,65195.78,2023-05-23,ORD022303
PLN005253,2,51705.95,103411.9,2024-12-23,ORD022304
PLN000978,2,41789.13,83578.26,2024-09-21,ORD022305
PLN022637,1,51791.37,51791.37,2025-02-04,ORD022305
PLN034843,2,73643.63,147287.26,2024-03-04,ORD022306
PLN042879,1,64470.64,64470.64,2022-05-13,ORD022306
PLN017411,1,44088.25,44088.25,2025-04-15,ORD022307
PLN047364,1,11478.68,11478.68,2022-01-23,ORD022307
PLN015686,1,38343.6,38343.6,2023-12-31,ORD022308
PLN026076,3,30587.38,91762.14,2023-12-28,ORD022310
PLN007195,3,14994.73,44984.19,2025-12-16,ORD022311
PLN021307,2,38153.06,76306.12,2024-12-24,ORD022311
PLN012760,2,10718.96,21437.92,2025-03-09,ORD022312
PLN021561,3,3855.29,11565.87,2025-05-06,ORD022312
PLN034769,2,73291.98,146583.96,2023-07-01,ORD022312
PLN024862,4,35360.86,141443.44,2025-09-15,ORD022313
PLN026735,1,52807.74,52807.74,2024-04-14,ORD022314
PLN035923,1,8690.62,8690.62,2022-10-03,ORD022314
PLN036969,3,43610.42,130831.26,2023-06-01,ORD022314
PLN045268,1,48755.28,48755.28,2024-10-19,ORD022314
PLN001733,3,50770.17,152310.51,2024-12-19,ORD022316
PLN049732,2,49030.44,98060.88,2022-01-24,ORD022316
PLN000908,4,64118.04,256472.16,2025-10-11,ORD022317
PLN027019,1,68510.58,68510.58,2022-01-18,ORD022318
PLN020015,4,47686.83,190747.32,2022-07-07,ORD022319
PLN040751,4,73009.83,292039.32,2025-04-17,ORD022319
PLN043166,1,62843.07,62843.07,2022-04-12,ORD022319
PLN019768,1,69993.55,69993.55,2024-03-05,ORD022320
PLN004023,4,32497.75,129991.0,2025-09-15,ORD022321
PLN019436,4,22151.44,88605.76,2022-10-28,ORD022322
PLN023809,3,57491.39,172474.17,2022-03-08,ORD022322
PLN038657,4,71084.55,284338.2,2025-04-19,ORD022322
PLN014501,4,65553.38,262213.52,2023-07-25,ORD022323
PLN025971,2,69694.18,139388.36,2024-01-03,ORD022323
PLN032281,1,3723.74,3723.74,2025-12-24,ORD022323
PLN033222,3,50106.06,150318.18,2023-10-19,ORD022323
PLN010399,4,48743.48,194973.92,2023-10-13,ORD022324
PLN022328,2,55694.75,111389.5,2025-09-16,ORD022325
PLN043715,3,44456.79,133370.37,2023-12-16,ORD022325
PLN023191,2,37892.31,75784.62,2024-05-27,ORD022326
PLN039940,3,10418.5,31255.5,2022-05-26,ORD022326
PLN044465,2,6189.74,12379.48,2024-03-15,ORD022326
PLN006516,4,63992.16,255968.64,2022-02-19,ORD022327
PLN029816,3,56089.06,168267.18,2025-11-14,ORD022329
PLN037911,2,50833.56,101667.12,2023-08-26,ORD022329
PLN043479,1,70396.71,70396.71,2023-07-07,ORD022329
PLN030681,3,49569.01,148707.03,2025-06-25,ORD022330
PLN034172,2,43214.66,86429.32,2023-03-18,ORD022331
PLN034276,2,12530.86,25061.72,2025-10-16,ORD022331
PLN036767,2,36357.57,72715.14,2024-10-17,ORD022331
PLN043334,2,72115.72,144231.44,2025-05-13,ORD022331
PLN044552,2,14897.9,29795.8,2023-07-19,ORD022331
PLN039698,3,24680.93,74042.79,2025-02-16,ORD022332
PLN041703,4,1233.04,4932.16,2024-03-07,ORD022333
PLN006078,4,38627.77,154511.08,2025-04-12,ORD022334
PLN016502,1,38405.37,38405.37,2023-10-31,ORD022334
PLN023925,2,3550.58,7101.16,2025-08-21,ORD022334
PLN012922,4,71582.57,286330.28,2022-11-13,ORD022335
PLN024627,2,8565.21,17130.42,2025-10-09,ORD022335
PLN005806,4,77404.66,309618.64,2023-05-02,ORD022336
PLN013668,2,32037.25,64074.5,2025-08-25,ORD022336
PLN014759,4,1798.41,7193.64,2024-02-29,ORD022336
PLN027004,2,6223.95,12447.9,2022-08-29,ORD022336
PLN040791,3,3925.02,11775.06,2025-06-17,ORD022336
PLN048598,1,35475.38,35475.38,2022-03-04,ORD022336
PLN012223,1,52312.79,52312.79,2025-12-21,ORD022337
PLN000844,4,31572.29,126289.16,2024-07-05,ORD022338
PLN017417,1,61373.97,61373.97,2023-09-26,ORD022338
PLN010780,2,34740.31,69480.62,2024-01-15,ORD022339
PLN015200,3,14768.65,44305.95,2022-05-31,ORD022339
PLN029093,2,55944.68,111889.36,2023-08-29,ORD022340
PLN020757,3,52891.5,158674.5,2023-06-21,ORD022341
PLN025350,1,72634.4,72634.4,2023-03-01,ORD022342
PLN035748,2,52606.64,105213.28,2023-07-25,ORD022343
PLN040917,4,37544.55,150178.2,2022-03-18,ORD022344
PLN005251,1,32168.35,32168.35,2025-11-05,ORD022345
PLN037104,3,66981.57,200944.71,2022-06-07,ORD022345
PLN004025,2,59364.14,118728.28,2023-03-24,ORD022346
PLN007378,2,35312.47,70624.94,2025-03-12,ORD022347
PLN031544,4,64977.01,259908.04,2024-06-02,ORD022347
PLN007656,3,71318.59,213955.77,2023-02-02,ORD022350
PLN009938,1,34523.91,34523.91,2025-06-09,ORD022350
PLN031611,1,8070.82,8070.82,2024-09-03,ORD022350
PLN042738,2,25661.68,51323.36,2023-04-04,ORD022350
PLN036771,2,18561.13,37122.26,2023-11-23,ORD022351
PLN039447,1,6212.65,6212.65,2025-07-15,ORD022351
PLN001302,3,28896.68,86690.04,2023-02-17,ORD022352
PLN005158,1,32767.07,32767.07,2024-11-19,ORD022352
PLN010049,4,56993.0,227972.0,2023-07-21,ORD022352
PLN000434,1,65025.87,65025.87,2022-10-06,ORD022353
PLN004877,3,47346.1,142038.3,2022-12-04,ORD022354
PLN029021,4,76598.16,306392.64,2024-07-16,ORD022354
PLN040343,1,19678.55,19678.55,2024-10-25,ORD022354
PLN005242,3,60872.7,182618.1,2022-09-25,ORD022355
PLN005773,1,18009.75,18009.75,2025-10-27,ORD022355
PLN026504,2,45454.5,90909.0,2022-01-12,ORD022355
PLN031337,2,37532.99,75065.98,2025-08-20,ORD022356
PLN036726,4,22601.15,90404.6,2023-12-06,ORD022356
PLN002276,2,59363.53,118727.06,2024-08-04,ORD022357
PLN018844,3,72727.58,218182.74,2022-10-15,ORD022357
PLN041122,2,2431.91,4863.82,2023-01-01,ORD022357
PLN010051,4,79224.76,316899.04,2025-12-06,ORD022358
PLN035265,3,68827.81,206483.43,2025-02-24,ORD022358
PLN018517,4,79105.35,316421.4,2023-07-07,ORD022360
PLN020748,1,52614.81,52614.81,2024-03-25,ORD022360
PLN047870,4,14952.41,59809.64,2022-02-16,ORD022360
PLN044392,2,33566.45,67132.9,2025-07-11,ORD022361
PLN046764,1,54181.01,54181.01,2024-09-14,ORD022361
PLN046857,4,32114.82,128459.28,2025-10-08,ORD022361
PLN008478,4,52439.91,209759.64,2022-02-01,ORD022362
PLN011213,2,5178.29,10356.58,2024-02-19,ORD022362
PLN035184,1,50722.09,50722.09,2024-09-13,ORD022363
PLN044486,3,42265.73,126797.19,2024-03-03,ORD022363
PLN041653,1,63373.29,63373.29,2024-03-21,ORD022364
PLN002392,1,20630.15,20630.15,2022-11-25,ORD022366
PLN045441,1,51552.65,51552.65,2025-12-24,ORD022366
PLN030712,2,45170.78,90341.56,2022-11-04,ORD022367
PLN045801,4,79498.31,317993.24,2022-05-22,ORD022367
PLN002370,1,28022.94,28022.94,2025-07-04,ORD022368
PLN015535,2,22501.64,45003.28,2022-07-28,ORD022368
PLN048197,2,43434.39,86868.78,2025-06-30,ORD022369
PLN004730,4,53479.38,213917.52,2022-09-08,ORD022370
PLN026563,1,46325.5,46325.5,2024-03-03,ORD022370
PLN031672,1,70809.42,70809.42,2025-03-04,ORD022371
PLN021633,4,70818.89,283275.56,2023-10-26,ORD022373
PLN029323,2,76481.72,152963.44,2025-01-22,ORD022373
PLN026896,1,65875.19,65875.19,2024-09-13,ORD022374
PLN048496,3,37144.52,111433.56,2025-03-01,ORD022374
PLN012639,2,70275.83,140551.66,2023-11-07,ORD022376
PLN025459,3,61455.62,184366.86,2022-03-15,ORD022377
PLN029046,2,41429.1,82858.2,2025-06-23,ORD022377
PLN030408,2,546.13,1092.26,2023-09-06,ORD022377
PLN033230,4,53353.12,213412.48,2022-07-30,ORD022377
PLN011330,3,77758.14,233274.42,2023-01-26,ORD022378
PLN023892,4,24946.57,99786.28,2022-02-26,ORD022378
PLN027352,2,67910.19,135820.38,2022-05-07,ORD022378
PLN028106,2,48083.7,96167.4,2025-01-14,ORD022378
PLN008797,4,57373.47,229493.88,2024-01-12,ORD022379
PLN016230,1,34369.49,34369.49,2025-08-16,ORD022379
PLN033999,4,11784.42,47137.68,2022-08-30,ORD022379
PLN047013,4,79082.22,316328.88,2022-08-02,ORD022379
PLN005907,2,74669.85,149339.7,2023-01-25,ORD022380
PLN007361,1,28650.2,28650.2,2024-08-19,ORD022380
PLN017179,4,3936.08,15744.32,2025-08-05,ORD022380
PLN041175,4,29016.81,116067.24,2023-08-17,ORD022380
PLN030454,2,38097.93,76195.86,2023-12-18,ORD022382
PLN040481,4,68681.17,274724.68,2025-11-27,ORD022382
PLN000522,4,41079.32,164317.28,2023-07-10,ORD022383
PLN008525,2,57988.1,115976.2,2023-02-01,ORD022383
PLN011163,1,44618.32,44618.32,2023-02-12,ORD022383
PLN020263,3,62392.01,187176.03,2024-10-22,ORD022385
PLN023404,3,20288.18,60864.54,2024-03-02,ORD022385
PLN030574,4,35079.59,140318.36,2024-07-02,ORD022385
PLN042997,3,37283.88,111851.64,2022-06-21,ORD022385
PLN044595,2,71545.52,143091.04,2024-08-16,ORD022385
PLN013871,1,39487.16,39487.16,2022-01-03,ORD022386
PLN043100,1,26353.68,26353.68,2024-10-27,ORD022386
PLN006048,3,46195.13,138585.39,2024-10-14,ORD022387
PLN049888,2,4240.75,8481.5,2024-06-06,ORD022387
PLN043038,1,66393.08,66393.08,2022-01-04,ORD022388
PLN004047,1,41005.7,41005.7,2025-02-19,ORD022389
PLN017525,3,24644.96,73934.88,2023-12-30,ORD022389
PLN037699,3,44498.78,133496.34,2025-07-01,ORD022389
PLN000394,2,50496.49,100992.98,2022-07-12,ORD022390
PLN022665,1,66909.43,66909.43,2022-12-13,ORD022390
PLN037618,2,25007.35,50014.7,2022-01-23,ORD022390
PLN003970,2,57721.37,115442.74,2022-05-30,ORD022392
PLN005454,3,50048.81,150146.43,2023-07-31,ORD022392
PLN010458,2,67862.41,135724.82,2022-09-10,ORD022392
PLN022046,1,36784.09,36784.09,2023-08-03,ORD022392
PLN002780,3,41105.69,123317.07,2022-10-19,ORD022393
PLN004204,3,50031.79,150095.37,2022-10-19,ORD022393
PLN016456,1,64960.87,64960.87,2022-06-29,ORD022393
PLN004480,1,46333.13,46333.13,2024-09-09,ORD022394
PLN022714,2,63381.26,126762.52,2024-07-17,ORD022395
PLN023166,4,30542.49,122169.96,2025-11-05,ORD022395
PLN003014,1,23386.18,23386.18,2025-09-10,ORD022396
PLN008744,3,43312.54,129937.62,2025-02-10,ORD022396
PLN011609,3,71413.92,214241.76,2023-01-09,ORD022397
PLN018364,2,14619.84,29239.68,2023-07-09,ORD022397
PLN037946,3,37550.28,112650.84,2025-05-08,ORD022397
PLN022132,4,79009.53,316038.12,2022-09-18,ORD022399
PLN044865,2,22089.61,44179.22,2022-10-04,ORD022399
PLN018621,3,17871.01,53613.03,2025-08-13,ORD022400
PLN034086,1,3341.53,3341.53,2023-11-27,ORD022401
PLN003498,4,3279.37,13117.48,2023-07-14,ORD022402
PLN020234,2,73037.73,146075.46,2024-06-24,ORD022403
PLN002022,1,24384.75,24384.75,2023-05-01,ORD022404
PLN004543,1,62577.63,62577.63,2025-10-27,ORD022404
PLN013686,3,47517.74,142553.22,2022-09-10,ORD022404
PLN014309,4,75357.6,301430.4,2024-08-22,ORD022404
PLN018353,4,25251.52,101006.08,2022-09-14,ORD022404
PLN022456,1,18985.5,18985.5,2023-11-06,ORD022404
PLN023957,3,55577.56,166732.68,2022-01-28,ORD022404
PLN001828,2,35139.75,70279.5,2022-04-01,ORD022405
PLN049314,4,9003.48,36013.92,2025-02-17,ORD022405
PLN001553,4,8823.94,35295.76,2023-01-22,ORD022407
PLN015771,3,37244.61,111733.83,2024-09-25,ORD022407
PLN030653,2,31250.02,62500.04,2022-10-27,ORD022408
PLN010123,4,29721.13,118884.52,2023-03-09,ORD022409
PLN013941,4,15113.53,60454.12,2025-11-05,ORD022409
PLN007919,2,46506.64,93013.28,2024-09-20,ORD022410
PLN021289,2,11369.27,22738.54,2022-12-02,ORD022410
PLN028841,4,12051.37,48205.48,2022-12-09,ORD022410
PLN035830,3,56232.45,168697.35,2022-03-29,ORD022410
PLN045646,4,32876.94,131507.76,2024-11-10,ORD022410
PLN002613,3,58300.32,174900.96,2025-03-17,ORD022411
PLN042038,4,40600.53,162402.12,2025-09-09,ORD022411
PLN004350,1,7671.43,7671.43,2022-02-08,ORD022412
PLN025948,4,15746.25,62985.0,2022-07-04,ORD022412
PLN025759,2,7672.36,15344.72,2022-07-07,ORD022413
PLN046084,4,40236.94,160947.76,2024-09-05,ORD022413
PLN036653,2,6257.49,12514.98,2025-01-03,ORD022414
PLN047649,2,27799.5,55599.0,2022-12-06,ORD022414
PLN001753,1,26517.81,26517.81,2025-08-09,ORD022416
PLN008625,1,19329.97,19329.97,2025-11-28,ORD022416
PLN042250,2,14217.33,28434.66,2023-01-02,ORD022416
PLN008861,3,68702.65,206107.95,2025-03-02,ORD022418
PLN013592,3,57372.11,172116.33,2025-12-04,ORD022418
PLN018587,4,65284.94,261139.76,2024-03-05,ORD022418
PLN031549,1,45849.63,45849.63,2023-05-02,ORD022418
PLN032604,2,66126.1,132252.2,2024-07-20,ORD022418
PLN032816,4,37982.06,151928.24,2022-07-23,ORD022418
PLN009124,2,30742.37,61484.74,2025-06-06,ORD022419
PLN023266,3,35907.68,107723.04,2025-10-01,ORD022419
PLN026460,2,76635.37,153270.74,2023-08-17,ORD022419
PLN001095,1,29050.42,29050.42,2025-05-26,ORD022421
PLN036461,2,50736.71,101473.42,2022-12-10,ORD022421
PLN005022,1,46753.13,46753.13,2024-10-09,ORD022422
PLN035680,3,15167.49,45502.47,2024-10-06,ORD022422
PLN010658,4,27771.61,111086.44,2022-09-21,ORD022423
PLN021442,2,68512.21,137024.42,2023-04-03,ORD022423
PLN025134,1,63943.71,63943.71,2025-10-26,ORD022423
PLN011398,2,63262.33,126524.66,2024-07-20,ORD022425
PLN024990,2,44106.74,88213.48,2025-03-06,ORD022425
PLN025479,2,57357.17,114714.34,2025-02-18,ORD022425
PLN048556,3,71669.27,215007.81,2023-06-29,ORD022425
PLN025361,4,33033.94,132135.76,2022-07-27,ORD022426
PLN039577,3,46422.31,139266.93,2023-03-05,ORD022426
PLN048346,2,14353.39,28706.78,2025-07-29,ORD022426
PLN031077,4,58539.18,234156.72,2025-02-03,ORD022427
PLN005630,1,7498.59,7498.59,2022-12-15,ORD022428
PLN011763,1,28773.84,28773.84,2022-05-08,ORD022428
PLN028874,2,39685.49,79370.98,2025-04-28,ORD022428
PLN041070,1,12648.87,12648.87,2024-04-11,ORD022428
PLN004355,3,32863.96,98591.88,2022-07-16,ORD022429
PLN005365,2,31505.54,63011.08,2022-08-14,ORD022429
PLN002777,4,27487.83,109951.32,2022-08-29,ORD022430
PLN019947,4,62520.22,250080.88,2023-09-21,ORD022430
PLN028038,4,6068.69,24274.76,2025-11-24,ORD022431
PLN033956,2,30015.87,60031.74,2022-10-23,ORD022432
PLN038708,4,35991.23,143964.92,2022-02-22,ORD022434
PLN041435,3,53235.03,159705.09,2022-01-07,ORD022434
PLN014701,4,23432.27,93729.08,2024-11-24,ORD022435
PLN023825,4,68849.97,275399.88,2022-09-18,ORD022436
PLN031992,2,8513.17,17026.34,2022-07-29,ORD022436
PLN037443,4,49064.13,196256.52,2024-11-19,ORD022436
PLN000389,3,56602.66,169807.98,2025-01-22,ORD022437
PLN016220,2,65555.16,131110.32,2023-09-06,ORD022437
PLN043375,3,74384.29,223152.87,2025-02-13,ORD022437
PLN044075,2,8787.6,17575.2,2025-12-03,ORD022437
PLN049160,1,21127.74,21127.74,2025-04-26,ORD022437
PLN042611,3,35567.12,106701.36,2025-05-21,ORD022438
PLN008672,3,25146.0,75438.0,2025-09-14,ORD022439
PLN027742,2,74514.42,149028.84,2023-02-23,ORD022439
PLN011559,4,29496.3,117985.2,2023-06-12,ORD022440
PLN018706,3,63699.86,191099.58,2024-04-17,ORD022440
PLN042680,4,8740.02,34960.08,2025-12-12,ORD022440
PLN007844,3,29578.03,88734.09,2022-01-12,ORD022441
PLN000372,1,56302.01,56302.01,2023-12-05,ORD022442
PLN025763,3,46096.79,138290.37,2025-03-12,ORD022443
PLN043978,3,37582.6,112747.8,2024-05-02,ORD022443
PLN002889,4,63080.85,252323.4,2024-02-23,ORD022444
PLN008135,4,66892.09,267568.36,2022-03-03,ORD022444
PLN023636,4,52399.07,209596.28,2025-02-06,ORD022444
PLN039297,2,13057.4,26114.8,2024-09-06,ORD022444
PLN048980,2,20249.15,40498.3,2024-09-03,ORD022444
PLN032768,2,74857.61,149715.22,2022-01-14,ORD022445
PLN010226,2,49298.48,98596.96,2024-07-14,ORD022446
PLN020177,3,58286.51,174859.53,2025-10-24,ORD022446
PLN027809,1,68237.88,68237.88,2024-01-21,ORD022446
PLN037350,4,53637.06,214548.24,2022-04-23,ORD022446
PLN014505,4,74406.17,297624.68,2024-05-16,ORD022447
PLN016718,1,52992.23,52992.23,2022-01-21,ORD022449
PLN006076,1,67168.72,67168.72,2024-05-25,ORD022450
PLN007983,4,75006.81,300027.24,2023-11-13,ORD022450
PLN022385,2,31501.18,63002.36,2022-12-20,ORD022451
PLN034923,3,64608.45,193825.35,2023-07-13,ORD022451
PLN034436,4,26919.32,107677.28,2023-07-06,ORD022452
PLN009181,4,7881.16,31524.64,2025-08-02,ORD022453
PLN017232,3,27317.28,81951.84,2025-07-24,ORD022453
PLN043101,3,64640.64,193921.92,2022-07-23,ORD022453
PLN023716,3,69777.02,209331.06,2022-09-16,ORD022456
PLN024855,4,42789.81,171159.24,2022-03-09,ORD022456
PLN027430,3,47728.92,143186.76,2024-03-13,ORD022456
PLN010443,4,4632.81,18531.24,2024-06-24,ORD022457
PLN035430,4,5482.09,21928.36,2025-01-02,ORD022457
PLN037636,2,60799.05,121598.1,2022-07-12,ORD022457
PLN005341,2,35094.5,70189.0,2022-06-03,ORD022458
PLN020147,1,41292.78,41292.78,2025-09-12,ORD022458
PLN030308,3,4033.25,12099.75,2025-08-22,ORD022458
PLN031659,1,29236.46,29236.46,2025-05-31,ORD022458
PLN031803,3,38073.5,114220.5,2023-04-26,ORD022458
PLN035679,4,65193.3,260773.2,2022-01-24,ORD022458
PLN038970,4,68387.96,273551.84,2022-10-09,ORD022458
PLN032881,2,77311.15,154622.3,2024-08-12,ORD022459
PLN030972,3,19762.82,59288.46,2023-05-05,ORD022460
PLN044203,3,34596.54,103789.62,2022-05-27,ORD022460
PLN025344,3,51668.06,155004.18,2025-04-04,ORD022462
PLN034279,2,9975.98,19951.96,2025-01-28,ORD022462
PLN035768,2,26815.0,53630.0,2025-12-27,ORD022463
PLN042808,4,20639.6,82558.4,2022-12-17,ORD022463
PLN025449,2,6212.65,12425.3,2023-05-19,ORD022464
PLN019460,3,14462.27,43386.81,2022-07-14,ORD022466
PLN026972,2,38876.24,77752.48,2022-01-06,ORD022466
PLN046724,4,24504.68,98018.72,2025-04-27,ORD022466
PLN006336,4,36591.46,146365.84,2024-11-28,ORD022467
PLN032982,3,7848.86,23546.58,2024-11-03,ORD022467
PLN035203,1,24621.53,24621.53,2022-05-19,ORD022467
PLN003664,2,70090.26,140180.52,2023-09-28,ORD022468
PLN011602,2,15913.87,31827.74,2023-09-25,ORD022468
PLN022521,1,79754.36,79754.36,2022-09-27,ORD022468
PLN024475,1,57101.45,57101.45,2025-04-27,ORD022468
PLN033332,4,8344.65,33378.6,2022-03-28,ORD022468
PLN000188,2,43087.24,86174.48,2022-08-13,ORD022469
PLN048301,4,61870.83,247483.32,2023-05-14,ORD022469
PLN015494,2,69041.38,138082.76,2022-03-17,ORD022470
PLN023995,2,53673.58,107347.16,2024-03-27,ORD022470
PLN014617,2,20741.75,41483.5,2022-05-15,ORD022471
PLN019222,4,57926.48,231705.92,2023-09-20,ORD022471
PLN009293,3,18863.46,56590.38,2024-07-31,ORD022472
PLN016944,3,43817.57,131452.71,2024-11-12,ORD022472
PLN032048,1,53727.89,53727.89,2022-11-23,ORD022472
PLN004840,3,58209.71,174629.13,2025-09-18,ORD022473
PLN010412,3,52829.63,158488.89,2025-10-12,ORD022473
PLN032195,4,46825.93,187303.72,2025-05-27,ORD022473
PLN036720,1,12617.37,12617.37,2024-04-01,ORD022473
PLN047292,3,20497.1,61491.3,2022-08-21,ORD022473
PLN001655,3,53092.48,159277.44,2022-08-31,ORD022474
PLN013299,1,54655.89,54655.89,2024-05-16,ORD022474
PLN013648,1,13751.44,13751.44,2022-07-16,ORD022474
PLN017050,3,51984.42,155953.26,2022-07-31,ORD022474
PLN021634,2,18450.55,36901.1,2024-05-26,ORD022474
PLN008173,3,7789.17,23367.51,2025-02-16,ORD022475
PLN026232,1,25219.28,25219.28,2022-01-05,ORD022475
PLN028637,1,21727.95,21727.95,2023-07-22,ORD022475
PLN014923,3,39786.26,119358.78,2023-01-28,ORD022476
PLN028172,2,70255.77,140511.54,2023-10-22,ORD022476
PLN040332,1,45229.76,45229.76,2024-07-01,ORD022476
PLN003344,1,52588.53,52588.53,2024-12-30,ORD022477
PLN005996,1,37409.13,37409.13,2024-07-31,ORD022477
PLN008793,2,9726.67,19453.34,2022-04-04,ORD022478
PLN015196,1,31767.08,31767.08,2023-10-27,ORD022478
PLN016732,1,24861.06,24861.06,2023-08-01,ORD022478
PLN043878,3,32045.79,96137.37,2023-10-26,ORD022479
PLN014257,4,29663.3,118653.2,2023-06-28,ORD022481
PLN025861,2,52973.66,105947.32,2022-05-12,ORD022481
PLN029949,3,57474.59,172423.77,2023-06-25,ORD022481
PLN006483,2,27907.71,55815.42,2022-07-26,ORD022482
PLN021107,2,24596.81,49193.62,2024-11-19,ORD022482
PLN034111,2,42472.29,84944.58,2024-08-09,ORD022482
PLN006130,1,56753.17,56753.17,2023-03-18,ORD022483
PLN042124,3,718.4,2155.2,2025-06-28,ORD022484
PLN015896,4,46279.71,185118.84,2025-11-08,ORD022485
PLN020894,2,63555.65,127111.3,2022-07-29,ORD022485
PLN047426,1,3281.13,3281.13,2025-05-29,ORD022486
PLN020440,3,13831.01,41493.03,2025-04-30,ORD022487
PLN013803,3,68077.24,204231.72,2025-02-27,ORD022488
PLN018388,3,53903.2,161709.6,2025-01-24,ORD022488
PLN032012,4,64439.76,257759.04,2023-02-28,ORD022488
PLN049035,2,45155.11,90310.22,2022-08-07,ORD022488
PLN007436,4,61904.67,247618.68,2024-05-09,ORD022489
PLN016028,3,51247.99,153743.97,2025-08-08,ORD022489
PLN018305,4,76121.85,304487.4,2023-12-01,ORD022489
PLN026106,3,17998.19,53994.57,2025-11-01,ORD022489
PLN038865,2,47204.38,94408.76,2022-06-05,ORD022489
PLN013215,4,33526.82,134107.28,2022-08-08,ORD022490
PLN017108,1,14207.86,14207.86,2022-03-17,ORD022490
PLN042691,4,35278.53,141114.12,2022-05-19,ORD022491
PLN001384,2,36163.86,72327.72,2023-01-08,ORD022492
PLN018392,1,63521.53,63521.53,2023-07-30,ORD022493
PLN020876,2,62203.57,124407.14,2023-01-09,ORD022493
PLN043824,3,70425.89,211277.67,2023-07-24,ORD022493
PLN030539,1,5769.11,5769.11,2023-08-01,ORD022494
PLN000859,2,57264.03,114528.06,2022-05-31,ORD022495
PLN010662,4,35201.68,140806.72,2022-10-07,ORD022495
PLN011890,4,29031.51,116126.04,2022-11-22,ORD022495
PLN033661,1,51944.88,51944.88,2025-06-04,ORD022495
PLN028975,2,77151.32,154302.64,2024-12-26,ORD022496
PLN038481,1,60898.58,60898.58,2024-05-18,ORD022496
PLN043640,3,56920.89,170762.67,2025-07-27,ORD022496
PLN049799,2,43468.44,86936.88,2024-05-12,ORD022496
PLN007172,1,45038.84,45038.84,2024-07-20,ORD022497
PLN029651,4,78881.92,315527.68,2024-06-06,ORD022497
