Payment_ID,Payment_Status,Payment_Description,Invoice_ID
PAY020048,Refunded,Payment for invoice INV020048,INV020048
PAY020049,Paid,Payment for invoice INV020049,INV020049
PAY020050,Paid,Payment for invoice INV020050,INV020050
PAY020051,Pending,Payment for invoice INV020051,INV020051
PAY020052,Failed,Payment for invoice INV020052,INV020052
PAY020053,Paid,Payment for invoice INV020053,INV020053
PAY020054,Paid,Payment for invoice INV020054,INV020054
PAY020055,Paid,Payment for invoice INV020055,INV020055
PAY020056,Paid,Payment for invoice INV020056,INV020056
PAY020057,Paid,Payment for invoice INV020057,INV020057
PAY020058,Paid,Payment for invoice INV020058,INV020058
PAY020059,Paid,Payment for invoice INV020059,INV020059
PAY020060,Paid,Payment for invoice INV020060,INV020060
PAY020061,Paid,Payment for invoice INV020061,INV020061
PAY020062,Paid,Payment for invoice INV020062,INV020062
PAY020063,Paid,Payment for invoice INV020063,INV020063
PAY020064,Failed,Payment for invoice INV020064,INV020064
PAY020065,Paid,Payment for invoice INV020065,INV020065
PAY020066,Refunded,Payment for invoice INV020066,INV020066
PAY020067,Paid,Payment for invoice INV020067,INV020067
PAY020068,Paid,Payment for invoice INV020068,INV020068
PAY020069,Paid,Payment for invoice INV020069,INV020069
PAY020070,Paid,Payment for invoice INV020070,INV020070
PAY020071,Paid,Payment for invoice INV020071,INV020071
PAY020072,Paid,Payment for invoice INV020072,INV020072
PAY020073,Paid,Payment for invoice INV020073,INV020073
PAY020074,Refunded,Payment for invoice INV020074,INV020074
PAY020075,Pending,Payment for invoice INV020075,INV020075
PAY020076,Paid,Payment for invoice INV020076,INV020076
PAY020077,Paid,Payment for invoice INV020077,INV020077
PAY020078,Pending,Payment for invoice INV020078,INV020078
PAY020079,Paid,Payment for invoice INV020079,INV020079
PAY020080,Paid,Payment for invoice INV020080,INV020080
PAY020081,Paid,Payment for invoice INV020081,INV020081
PAY020082,Paid,Payment for invoice INV020082,INV020082
PAY020083,Paid,Payment for invoice INV020083,INV020083
PAY020084,Paid,Payment for invoice INV020084,INV020084
PAY020085,Paid,Payment for invoice INV020085,INV020085
PAY020086,Paid,Payment for invoice INV020086,INV020086
PAY020087,Paid,Payment for invoice INV020087,INV020087
PAY020088,Paid,Payment for invoice INV020088,INV020088
PAY020089,Paid,Payment for invoice INV020089,INV020089
PAY020090,Paid,Payment for invoice INV020090,INV020090
PAY020091,Paid,Payment for invoice INV020091,INV020091
PAY020092,Partially Paid,Payment for invoice INV020092,INV020092
PAY020093,Paid,Payment for invoice INV020093,INV020093
PAY020094,Refunded,Payment for invoice INV020094,INV020094
PAY020095,Paid,Payment for invoice INV020095,INV020095
PAY020096,Partially Paid,Payment for invoice INV020096,INV020096
PAY020097,Paid,Payment for invoice INV020097,INV020097
PAY020098,Paid,Payment for invoice INV020098,INV020098
PAY020099,Paid,Payment for invoice INV020099,INV020099
PAY020100,Refunded,Payment for invoice INV020100,INV020100
PAY020101,Paid,Payment for invoice INV020101,INV020101
PAY020102,Paid,Payment for invoice INV020102,INV020102
PAY020103,Paid,Payment for invoice INV020103,INV020103
PAY020104,Paid,Payment for invoice INV020104,INV020104
PAY020105,Paid,Payment for invoice INV020105,INV020105
PAY020106,Paid,Payment for invoice INV020106,INV020106
PAY020107,Paid,Payment for invoice INV020107,INV020107
PAY020108,Paid,Payment for invoice INV020108,INV020108
PAY020109,Refunded,Payment for invoice INV020109,INV020109
PAY020110,Paid,Payment for invoice INV020110,INV020110
PAY020111,Paid,Payment for invoice INV020111,INV020111
PAY020112,Paid,Payment for invoice INV020112,INV020112
PAY020113,Paid,Payment for invoice INV020113,INV020113
PAY020114,Paid,Payment for invoice INV020114,INV020114
PAY020115,Partially Paid,Payment for invoice INV020115,INV020115
PAY020116,Paid,Payment for invoice INV020116,INV020116
PAY020117,Pending,Payment for invoice INV020117,INV020117
PAY020118,Paid,Payment for invoice INV020118,INV020118
PAY020119,Paid,Payment for invoice INV020119,INV020119
PAY020120,Paid,Payment for invoice INV020120,INV020120
PAY020121,Paid,Payment for invoice INV020121,INV020121
PAY020122,Paid,Payment for invoice INV020122,INV020122
PAY020123,Paid,Payment for invoice INV020123,INV020123
PAY020124,Paid,Payment for invoice INV020124,INV020124
PAY020125,Paid,Payment for invoice INV020125,INV020125
PAY020126,Paid,Payment for invoice INV020126,INV020126
PAY020127,Paid,Payment for invoice INV020127,INV020127
PAY020128,Paid,Payment for invoice INV020128,INV020128
PAY020129,Refunded,Payment for invoice INV020129,INV020129
PAY020130,Paid,Payment for invoice INV020130,INV020130
PAY020131,Pending,Payment for invoice INV020131,INV020131
PAY020132,Paid,Payment for invoice INV020132,INV020132
PAY020133,Pending,Payment for invoice INV020133,INV020133
PAY020134,Paid,Payment for invoice INV020134,INV020134
PAY020135,Partially Paid,Payment for invoice INV020135,INV020135
PAY020136,Paid,Payment for invoice INV020136,INV020136
PAY020137,Failed,Payment for invoice INV020137,INV020137
PAY020138,Failed,Payment for invoice INV020138,INV020138
PAY020139,Paid,Payment for invoice INV020139,INV020139
PAY020140,Paid,Payment for invoice INV020140,INV020140
PAY020141,Pending,Payment for invoice INV020141,INV020141
PAY020142,Paid,Payment for invoice INV020142,INV020142
PAY020143,Paid,Payment for invoice INV020143,INV020143
PAY020144,Paid,Payment for invoice INV020144,INV020144
PAY020145,Paid,Payment for invoice INV020145,INV020145
PAY020146,Paid,Payment for invoice INV020146,INV020146
PAY020147,Paid,Payment for invoice INV020147,INV020147
PAY020148,Paid,Payment for invoice INV020148,INV020148
PAY020149,Paid,Payment for invoice INV020149,INV020149
PAY020150,Partially Paid,Payment for invoice INV020150,INV020150
PAY020151,Paid,Payment for invoice INV020151,INV020151
PAY020152,Paid,Payment for invoice INV020152,INV020152
PAY020153,Paid,Payment for invoice INV020153,INV020153
PAY020154,Paid,Payment for invoice INV020154,INV020154
PAY020155,Paid,Payment for invoice INV020155,INV020155
PAY020156,Paid,Payment for invoice INV020156,INV020156
PAY020157,Paid,Payment for invoice INV020157,INV020157
PAY020158,Pending,Payment for invoice INV020158,INV020158
PAY020159,Paid,Payment for invoice INV020159,INV020159
PAY020160,Paid,Payment for invoice INV020160,INV020160
PAY020161,Paid,Payment for invoice INV020161,INV020161
PAY020162,Paid,Payment for invoice INV020162,INV020162
PAY020163,Paid,Payment for invoice INV020163,INV020163
PAY020164,Paid,Payment for invoice INV020164,INV020164
PAY020165,Paid,Payment for invoice INV020165,INV020165
PAY020166,Paid,Payment for invoice INV020166,INV020166
PAY020167,Paid,Payment for invoice INV020167,INV020167
PAY020168,Failed,Payment for invoice INV020168,INV020168
PAY020169,Paid,Payment for invoice INV020169,INV020169
PAY020170,Paid,Payment for invoice INV020170,INV020170
PAY020171,Paid,Payment for invoice INV020171,INV020171
PAY020172,Paid,Payment for invoice INV020172,INV020172
PAY020173,Partially Paid,Payment for invoice INV020173,INV020173
PAY020174,Paid,Payment for invoice INV020174,INV020174
PAY020175,Paid,Payment for invoice INV020175,INV020175
PAY020176,Paid,Payment for invoice INV020176,INV020176
PAY020177,Paid,Payment for invoice INV020177,INV020177
PAY020178,Paid,Payment for invoice INV020178,INV020178
PAY020179,Paid,Payment for invoice INV020179,INV020179
PAY020180,Paid,Payment for invoice INV020180,INV020180
PAY020181,Paid,Payment for invoice INV020181,INV020181
PAY020182,Paid,Payment for invoice INV020182,INV020182
PAY020183,Paid,Payment for invoice INV020183,INV020183
PAY020184,Refunded,Payment for invoice INV020184,INV020184
PAY020185,Refunded,Payment for invoice INV020185,INV020185
PAY020186,Refunded,Payment for invoice INV020186,INV020186
PAY020187,Paid,Payment for invoice INV020187,INV020187
PAY020188,Failed,Payment for invoice INV020188,INV020188
PAY020189,Paid,Payment for invoice INV020189,INV020189
PAY020190,Paid,Payment for invoice INV020190,INV020190
PAY020191,Refunded,Payment for invoice INV020191,INV020191
PAY020192,Paid,Payment for invoice INV020192,INV020192
PAY020193,Paid,Payment for invoice INV020193,INV020193
PAY020194,Paid,Payment for invoice INV020194,INV020194
PAY020195,Paid,Payment for invoice INV020195,INV020195
PAY020196,Paid,Payment for invoice INV020196,INV020196
PAY020197,Paid,Payment for invoice INV020197,INV020197
PAY020198,Paid,Payment for invoice INV020198,INV020198
PAY020199,Pending,Payment for invoice INV020199,INV020199
PAY020200,Paid,Payment for invoice INV020200,INV020200
PAY020201,Paid,Payment for invoice INV020201,INV020201
PAY020202,Paid,Payment for invoice INV020202,INV020202
PAY020203,Paid,Payment for invoice INV020203,INV020203
PAY020204,Paid,Payment for invoice INV020204,INV020204
PAY020205,Paid,Payment for invoice INV020205,INV020205
PAY020206,Paid,Payment for invoice INV020206,INV020206
PAY020207,Paid,Payment for invoice INV020207,INV020207
PAY020208,Paid,Payment for invoice INV020208,INV020208
PAY020209,Paid,Payment for invoice INV020209,INV020209
PAY020210,Refunded,Payment for invoice INV020210,INV020210
PAY020211,Pending,Payment for invoice INV020211,INV020211
PAY020212,Pending,Payment for invoice INV020212,INV020212
PAY020213,Paid,Payment for invoice INV020213,INV020213
PAY020214,Paid,Payment for invoice INV020214,INV020214
PAY020215,Paid,Payment for invoice INV020215,INV020215
PAY020216,Pending,Payment for invoice INV020216,INV020216
PAY020217,Paid,Payment for invoice INV020217,INV020217
PAY020218,Failed,Payment for invoice INV020218,INV020218
PAY020219,Paid,Payment for invoice INV020219,INV020219
PAY020220,Paid,Payment for invoice INV020220,INV020220
PAY020221,Paid,Payment for invoice INV020221,INV020221
PAY020222,Pending,Payment for invoice INV020222,INV020222
PAY020223,Paid,Payment for invoice INV020223,INV020223
PAY020224,Paid,Payment for invoice INV020224,INV020224
PAY020225,Paid,Payment for invoice INV020225,INV020225
PAY020226,Paid,Payment for invoice INV020226,INV020226
PAY020227,Refunded,Payment for invoice INV020227,INV020227
PAY020228,Paid,Payment for invoice INV020228,INV020228
PAY020229,Paid,Payment for invoice INV020229,INV020229
PAY020230,Paid,Payment for invoice INV020230,INV020230
PAY020231,Paid,Payment for invoice INV020231,INV020231
PAY020232,Paid,Payment for invoice INV020232,INV020232
PAY020233,Paid,Payment for invoice INV020233,INV020233
PAY020234,Paid,Payment for invoice INV020234,INV020234
PAY020235,Paid,Payment for invoice INV020235,INV020235
PAY020236,Paid,Payment for invoice INV020236,INV020236
PAY020237,Paid,Payment for invoice INV020237,INV020237
PAY020238,Paid,Payment for invoice INV020238,INV020238
PAY020239,Paid,Payment for invoice INV020239,INV020239
PAY020240,Paid,Payment for invoice INV020240,INV020240
PAY020241,Paid,Payment for invoice INV020241,INV020241
PAY020242,Paid,Payment for invoice INV020242,INV020242
PAY020243,Paid,Payment for invoice INV020243,INV020243
PAY020244,Paid,Payment for invoice INV020244,INV020244
PAY020245,Paid,Payment for invoice INV020245,INV020245
PAY020246,Paid,Payment for invoice INV020246,INV020246
PAY020247,Failed,Payment for invoice INV020247,INV020247
PAY020248,Paid,Payment for invoice INV020248,INV020248
PAY020249,Paid,Payment for invoice INV020249,INV020249
PAY020250,Paid,Payment for invoice INV020250,INV020250
PAY020251,Paid,Payment for invoice INV020251,INV020251
PAY020252,Paid,Payment for invoice INV020252,INV020252
PAY020253,Paid,Payment for invoice INV020253,INV020253
PAY020254,Paid,Payment for invoice INV020254,INV020254
PAY020255,Failed,Payment for invoice INV020255,INV020255
PAY020256,Paid,Payment for invoice INV020256,INV020256
PAY020257,Failed,Payment for invoice INV020257,INV020257
PAY020258,Paid,Payment for invoice INV020258,INV020258
PAY020259,Paid,Payment for invoice INV020259,INV020259
PAY020260,Paid,Payment for invoice INV020260,INV020260
PAY020261,Paid,Payment for invoice INV020261,INV020261
PAY020262,Paid,Payment for invoice INV020262,INV020262
PAY020263,Paid,Payment for invoice INV020263,INV020263
PAY020264,Paid,Payment for invoice INV020264,INV020264
PAY020265,Refunded,Payment for invoice INV020265,INV020265
PAY020266,Paid,Payment for invoice INV020266,INV020266
PAY020267,Paid,Payment for invoice INV020267,INV020267
PAY020268,Paid,Payment for invoice INV020268,INV020268
PAY020269,Paid,Payment for invoice INV020269,INV020269
PAY020270,Refunded,Payment for invoice INV020270,INV020270
PAY020271,Refunded,Payment for invoice INV020271,INV020271
PAY020272,Paid,Payment for invoice INV020272,INV020272
PAY020273,Refunded,Payment for invoice INV020273,INV020273
PAY020274,Paid,Payment for invoice INV020274,INV020274
PAY020275,Paid,Payment for invoice INV020275,INV020275
PAY020276,Paid,Payment for invoice INV020276,INV020276
PAY020277,Paid,Payment for invoice INV020277,INV020277
PAY020278,Partially Paid,Payment for invoice INV020278,INV020278
PAY020279,Partially Paid,Payment for invoice INV020279,INV020279
PAY020280,Paid,Payment for invoice INV020280,INV020280
PAY020281,Paid,Payment for invoice INV020281,INV020281
PAY020282,Paid,Payment for invoice INV020282,INV020282
PAY020283,Paid,Payment for invoice INV020283,INV020283
PAY020284,Paid,Payment for invoice INV020284,INV020284
PAY020285,Paid,Payment for invoice INV020285,INV020285
PAY020286,Failed,Payment for invoice INV020286,INV020286
PAY020287,Paid,Payment for invoice INV020287,INV020287
PAY020288,Paid,Payment for invoice INV020288,INV020288
PAY020289,Paid,Payment for invoice INV020289,INV020289
PAY020290,Paid,Payment for invoice INV020290,INV020290
PAY020291,Paid,Payment for invoice INV020291,INV020291
PAY020292,Paid,Payment for invoice INV020292,INV020292
PAY020293,Paid,Payment for invoice INV020293,INV020293
PAY020294,Paid,Payment for invoice INV020294,INV020294
PAY020295,Paid,Payment for invoice INV020295,INV020295
PAY020296,Paid,Payment for invoice INV020296,INV020296
PAY020297,Paid,Payment for invoice INV020297,INV020297
PAY020298,Paid,Payment for invoice INV020298,INV020298
PAY020299,Paid,Payment for invoice INV020299,INV020299
PAY020300,Paid,Payment for invoice INV020300,INV020300
PAY020301,Paid,Payment for invoice INV020301,INV020301
PAY020302,Partially Paid,Payment for invoice INV020302,INV020302
PAY020303,Paid,Payment for invoice INV020303,INV020303
PAY020304,Paid,Payment for invoice INV020304,INV020304
PAY020305,Paid,Payment for invoice INV020305,INV020305
PAY020306,Paid,Payment for invoice INV020306,INV020306
PAY020307,Paid,Payment for invoice INV020307,INV020307
PAY020308,Paid,Payment for invoice INV020308,INV020308
PAY020309,Paid,Payment for invoice INV020309,INV020309
PAY020310,Paid,Payment for invoice INV020310,INV020310
PAY020311,Paid,Payment for invoice INV020311,INV020311
PAY020312,Paid,Payment for invoice INV020312,INV020312
PAY020313,Failed,Payment for invoice INV020313,INV020313
PAY020314,Paid,Payment for invoice INV020314,INV020314
PAY020315,Paid,Payment for invoice INV020315,INV020315
PAY020316,Partially Paid,Payment for invoice INV020316,INV020316
PAY020317,Paid,Payment for invoice INV020317,INV020317
PAY020318,Pending,Payment for invoice INV020318,INV020318
PAY020319,Paid,Payment for invoice INV020319,INV020319
PAY020320,Paid,Payment for invoice INV020320,INV020320
PAY020321,Paid,Payment for invoice INV020321,INV020321
PAY020322,Partially Paid,Payment for invoice INV020322,INV020322
PAY020323,Paid,Payment for invoice INV020323,INV020323
PAY020324,Paid,Payment for invoice INV020324,INV020324
PAY020325,Paid,Payment for invoice INV020325,INV020325
PAY020326,Paid,Payment for invoice INV020326,INV020326
PAY020327,Paid,Payment for invoice INV020327,INV020327
PAY020328,Paid,Payment for invoice INV020328,INV020328
PAY020329,Paid,Payment for invoice INV020329,INV020329
PAY020330,Paid,Payment for invoice INV020330,INV020330
PAY020331,Paid,Payment for invoice INV020331,INV020331
PAY020332,Paid,Payment for invoice INV020332,INV020332
PAY020333,Paid,Payment for invoice INV020333,INV020333
PAY020334,Paid,Payment for invoice INV020334,INV020334
PAY020335,Paid,Payment for invoice INV020335,INV020335
PAY020336,Paid,Payment for invoice INV020336,INV020336
PAY020337,Paid,Payment for invoice INV020337,INV020337
PAY020338,Paid,Payment for invoice INV020338,INV020338
PAY020339,Paid,Payment for invoice INV020339,INV020339
PAY020340,Paid,Payment for invoice INV020340,INV020340
PAY020341,Refunded,Payment for invoice INV020341,INV020341
PAY020342,Paid,Payment for invoice INV020342,INV020342
PAY020343,Paid,Payment for invoice INV020343,INV020343
PAY020344,Paid,Payment for invoice INV020344,INV020344
PAY020345,Paid,Payment for invoice INV020345,INV020345
PAY020346,Paid,Payment for invoice INV020346,INV020346
PAY020347,Paid,Payment for invoice INV020347,INV020347
PAY020348,Paid,Payment for invoice INV020348,INV020348
PAY020349,Paid,Payment for invoice INV020349,INV020349
PAY020350,Refunded,Payment for invoice INV020350,INV020350
PAY020351,Paid,Payment for invoice INV020351,INV020351
PAY020352,Paid,Payment for invoice INV020352,INV020352
PAY020353,Paid,Payment for invoice INV020353,INV020353
PAY020354,Paid,Payment for invoice INV020354,INV020354
PAY020355,Pending,Payment for invoice INV020355,INV020355
PAY020356,Pending,Payment for invoice INV020356,INV020356
PAY020357,Paid,Payment for invoice INV020357,INV020357
PAY020358,Paid,Payment for invoice INV020358,INV020358
PAY020359,Paid,Payment for invoice INV020359,INV020359
PAY020360,Paid,Payment for invoice INV020360,INV020360
PAY020361,Paid,Payment for invoice INV020361,INV020361
PAY020362,Paid,Payment for invoice INV020362,INV020362
PAY020363,Paid,Payment for invoice INV020363,INV020363
PAY020364,Paid,Payment for invoice INV020364,INV020364
PAY020365,Paid,Payment for invoice INV020365,INV020365
PAY020366,Paid,Payment for invoice INV020366,INV020366
PAY020367,Refunded,Payment for invoice INV020367,INV020367
PAY020368,Paid,Payment for invoice INV020368,INV020368
PAY020369,Paid,Payment for invoice INV020369,INV020369
PAY020370,Paid,Payment for invoice INV020370,INV020370
PAY020371,Paid,Payment for invoice INV020371,INV020371
PAY020372,Paid,Payment for invoice INV020372,INV020372
PAY020373,Paid,Payment for invoice INV020373,INV020373
PAY020374,Paid,Payment for invoice INV020374,INV020374
PAY020375,Paid,Payment for invoice INV020375,INV020375
PAY020376,Refunded,Payment for invoice INV020376,INV020376
PAY020377,Paid,Payment for invoice INV020377,INV020377
PAY020378,Paid,Payment for invoice INV020378,INV020378
PAY020379,Pending,Payment for invoice INV020379,INV020379
PAY020380,Paid,Payment for invoice INV020380,INV020380
PAY020381,Paid,Payment for invoice INV020381,INV020381
PAY020382,Paid,Payment for invoice INV020382,INV020382
PAY020383,Paid,Payment for invoice INV020383,INV020383
PAY020384,Paid,Payment for invoice INV020384,INV020384
PAY020385,Paid,Payment for invoice INV020385,INV020385
PAY020386,Paid,Payment for invoice INV020386,INV020386
PAY020387,Paid,Payment for invoice INV020387,INV020387
PAY020388,Paid,Payment for invoice INV020388,INV020388
PAY020389,Paid,Payment for invoice INV020389,INV020389
PAY020390,Paid,Payment for invoice INV020390,INV020390
PAY020391,Paid,Payment for invoice INV020391,INV020391
PAY020392,Paid,Payment for invoice INV020392,INV020392
PAY020393,Paid,Payment for invoice INV020393,INV020393
PAY020394,Paid,Payment for invoice INV020394,INV020394
PAY020395,Paid,Payment for invoice INV020395,INV020395
PAY020396,Paid,Payment for invoice INV020396,INV020396
PAY020397,Paid,Payment for invoice INV020397,INV020397
PAY020398,Paid,Payment for invoice INV020398,INV020398
PAY020399,Paid,Payment for invoice INV020399,INV020399
PAY020400,Partially Paid,Payment for invoice INV020400,INV020400
PAY020401,Paid,Payment for invoice INV020401,INV020401
PAY020402,Paid,Payment for invoice INV020402,INV020402
PAY020403,Paid,Payment for invoice INV020403,INV020403
PAY020404,Paid,Payment for invoice INV020404,INV020404
PAY020405,Refunded,Payment for invoice INV020405,INV020405
PAY020406,Paid,Payment for invoice INV020406,INV020406
PAY020407,Paid,Payment for invoice INV020407,INV020407
PAY020408,Paid,Payment for invoice INV020408,INV020408
PAY020409,Paid,Payment for invoice INV020409,INV020409
PAY020410,Paid,Payment for invoice INV020410,INV020410
PAY020411,Paid,Payment for invoice INV020411,INV020411
PAY020412,Paid,Payment for invoice INV020412,INV020412
PAY020413,Paid,Payment for invoice INV020413,INV020413
PAY020414,Paid,Payment for invoice INV020414,INV020414
PAY020415,Paid,Payment for invoice INV020415,INV020415
PAY020416,Paid,Payment for invoice INV020416,INV020416
PAY020417,Paid,Payment for invoice INV020417,INV020417
PAY020418,Paid,Payment for invoice INV020418,INV020418
PAY020419,Refunded,Payment for invoice INV020419,INV020419
PAY020420,Paid,Payment for invoice INV020420,INV020420
PAY020421,Paid,Payment for invoice INV020421,INV020421
PAY020422,Paid,Payment for invoice INV020422,INV020422
PAY020423,Paid,Payment for invoice INV020423,INV020423
PAY020424,Paid,Payment for invoice INV020424,INV020424
PAY020425,Paid,Payment for invoice INV020425,INV020425
PAY020426,Paid,Payment for invoice INV020426,INV020426
PAY020427,Paid,Payment for invoice INV020427,INV020427
PAY020428,Refunded,Payment for invoice INV020428,INV020428
PAY020429,Pending,Payment for invoice INV020429,INV020429
PAY020430,Paid,Payment for invoice INV020430,INV020430
PAY020431,Paid,Payment for invoice INV020431,INV020431
PAY020432,Paid,Payment for invoice INV020432,INV020432
PAY020433,Paid,Payment for invoice INV020433,INV020433
PAY020434,Paid,Payment for invoice INV020434,INV020434
PAY020435,Paid,Payment for invoice INV020435,INV020435
PAY020436,Paid,Payment for invoice INV020436,INV020436
PAY020437,Pending,Payment for invoice INV020437,INV020437
PAY020438,Paid,Payment for invoice INV020438,INV020438
PAY020439,Paid,Payment for invoice INV020439,INV020439
PAY020440,Paid,Payment for invoice INV020440,INV020440
PAY020441,Paid,Payment for invoice INV020441,INV020441
PAY020442,Paid,Payment for invoice INV020442,INV020442
PAY020443,Paid,Payment for invoice INV020443,INV020443
PAY020444,Paid,Payment for invoice INV020444,INV020444
PAY020445,Paid,Payment for invoice INV020445,INV020445
PAY020446,Paid,Payment for invoice INV020446,INV020446
PAY020447,Paid,Payment for invoice INV020447,INV020447
PAY020448,Paid,Payment for invoice INV020448,INV020448
PAY020449,Paid,Payment for invoice INV020449,INV020449
PAY020450,Paid,Payment for invoice INV020450,INV020450
PAY020451,Paid,Payment for invoice INV020451,INV020451
PAY020452,Partially Paid,Payment for invoice INV020452,INV020452
PAY020453,Paid,Payment for invoice INV020453,INV020453
PAY020454,Paid,Payment for invoice INV020454,INV020454
PAY020455,Paid,Payment for invoice INV020455,INV020455
PAY020456,Paid,Payment for invoice INV020456,INV020456
PAY020457,Paid,Payment for invoice INV020457,INV020457
PAY020458,Paid,Payment for invoice INV020458,INV020458
PAY020459,Refunded,Payment for invoice INV020459,INV020459
PAY020460,Paid,Payment for invoice INV020460,INV020460
PAY020461,Paid,Payment for invoice INV020461,INV020461
PAY020462,Paid,Payment for invoice INV020462,INV020462
PAY020463,Paid,Payment for invoice INV020463,INV020463
PAY020464,Paid,Payment for invoice INV020464,INV020464
PAY020465,Paid,Payment for invoice INV020465,INV020465
PAY020466,Paid,Payment for invoice INV020466,INV020466
PAY020467,Paid,Payment for invoice INV020467,INV020467
PAY020468,Paid,Payment for invoice INV020468,INV020468
PAY020469,Paid,Payment for invoice INV020469,INV020469
PAY020470,Paid,Payment for invoice INV020470,INV020470
PAY020471,Paid,Payment for invoice INV020471,INV020471
PAY020472,Paid,Payment for invoice INV020472,INV020472
PAY020473,Paid,Payment for invoice INV020473,INV020473
PAY020474,Paid,Payment for invoice INV020474,INV020474
PAY020475,Paid,Payment for invoice INV020475,INV020475
PAY020476,Paid,Payment for invoice INV020476,INV020476
PAY020477,Paid,Payment for invoice INV020477,INV020477
PAY020478,Paid,Payment for invoice INV020478,INV020478
PAY020479,Paid,Payment for invoice INV020479,INV020479
PAY020480,Paid,Payment for invoice INV020480,INV020480
PAY020481,Paid,Payment for invoice INV020481,INV020481
PAY020482,Paid,Payment for invoice INV020482,INV020482
PAY020483,Paid,Payment for invoice INV020483,INV020483
PAY020484,Refunded,Payment for invoice INV020484,INV020484
PAY020485,Paid,Payment for invoice INV020485,INV020485
PAY020486,Paid,Payment for invoice INV020486,INV020486
PAY020487,Paid,Payment for invoice INV020487,INV020487
PAY020488,Paid,Payment for invoice INV020488,INV020488
PAY020489,Paid,Payment for invoice INV020489,INV020489
PAY020490,Paid,Payment for invoice INV020490,INV020490
PAY020491,Paid,Payment for invoice INV020491,INV020491
PAY020492,Paid,Payment for invoice INV020492,INV020492
PAY020493,Paid,Payment for invoice INV020493,INV020493
PAY020494,Paid,Payment for invoice INV020494,INV020494
PAY020495,Paid,Payment for invoice INV020495,INV020495
PAY020496,Paid,Payment for invoice INV020496,INV020496
PAY020497,Paid,Payment for invoice INV020497,INV020497
PAY020498,Paid,Payment for invoice INV020498,INV020498
PAY020499,Paid,Payment for invoice INV020499,INV020499
PAY020500,Paid,Payment for invoice INV020500,INV020500
PAY020501,Pending,Payment for invoice INV020501,INV020501
PAY020502,Paid,Payment for invoice INV020502,INV020502
PAY020503,Paid,Payment for invoice INV020503,INV020503
PAY020504,Refunded,Payment for invoice INV020504,INV020504
PAY020505,Paid,Payment for invoice INV020505,INV020505
PAY020506,Paid,Payment for invoice INV020506,INV020506
PAY020507,Failed,Payment for invoice INV020507,INV020507
PAY020508,Paid,Payment for invoice INV020508,INV020508
PAY020509,Failed,Payment for invoice INV020509,INV020509
PAY020510,Failed,Payment for invoice INV020510,INV020510
PAY020511,Paid,Payment for invoice INV020511,INV020511
PAY020512,Paid,Payment for invoice INV020512,INV020512
PAY020513,Paid,Payment for invoice INV020513,INV020513
PAY020514,Paid,Payment for invoice INV020514,INV020514
PAY020515,Pending,Payment for invoice INV020515,INV020515
PAY020516,Paid,Payment for invoice INV020516,INV020516
PAY020517,Paid,Payment for invoice INV020517,INV020517
PAY020518,Paid,Payment for invoice INV020518,INV020518
PAY020519,Paid,Payment for invoice INV020519,INV020519
PAY020520,Paid,Payment for invoice INV020520,INV020520
PAY020521,Paid,Payment for invoice INV020521,INV020521
PAY020522,Paid,Payment for invoice INV020522,INV020522
PAY020523,Paid,Payment for invoice INV020523,INV020523
PAY020524,Paid,Payment for invoice INV020524,INV020524
PAY020525,Paid,Payment for invoice INV020525,INV020525
PAY020526,Partially Paid,Payment for invoice INV020526,INV020526
PAY020527,Paid,Payment for invoice INV020527,INV020527
PAY020528,Paid,Payment for invoice INV020528,INV020528
PAY020529,Refunded,Payment for invoice INV020529,INV020529
PAY020530,Paid,Payment for invoice INV020530,INV020530
PAY020531,Paid,Payment for invoice INV020531,INV020531
PAY020532,Paid,Payment for invoice INV020532,INV020532
PAY020533,Paid,Payment for invoice INV020533,INV020533
PAY020534,Paid,Payment for invoice INV020534,INV020534
PAY020535,Paid,Payment for invoice INV020535,INV020535
PAY020536,Paid,Payment for invoice INV020536,INV020536
PAY020537,Pending,Payment for invoice INV020537,INV020537
PAY020538,Paid,Payment for invoice INV020538,INV020538
PAY020539,Paid,Payment for invoice INV020539,INV020539
PAY020540,Partially Paid,Payment for invoice INV020540,INV020540
PAY020541,Paid,Payment for invoice INV020541,INV020541
PAY020542,Pending,Payment for invoice INV020542,INV020542
PAY020543,Refunded,Payment for invoice INV020543,INV020543
PAY020544,Paid,Payment for invoice INV020544,INV020544
PAY020545,Paid,Payment for invoice INV020545,INV020545
PAY020546,Paid,Payment for invoice INV020546,INV020546
PAY020547,Partially Paid,Payment for invoice INV020547,INV020547
PAY020548,Paid,Payment for invoice INV020548,INV020548
PAY020549,Refunded,Payment for invoice INV020549,INV020549
PAY020550,Paid,Payment for invoice INV020550,INV020550
PAY020551,Paid,Payment for invoice INV020551,INV020551
PAY020552,Paid,Payment for invoice INV020552,INV020552
PAY020553,Paid,Payment for invoice INV020553,INV020553
PAY020554,Refunded,Payment for invoice INV020554,INV020554
PAY020555,Refunded,Payment for invoice INV020555,INV020555
PAY020556,Paid,Payment for invoice INV020556,INV020556
PAY020557,Paid,Payment for invoice INV020557,INV020557
PAY020558,Paid,Payment for invoice INV020558,INV020558
PAY020559,Paid,Payment for invoice INV020559,INV020559
PAY020560,Paid,Payment for invoice INV020560,INV020560
PAY020561,Paid,Payment for invoice INV020561,INV020561
